PREF IBKR,CMON,BOND_,CRDT SCORE_,EX-DIV DATE,CALL DATE,MATUR DATE,DIV AMOUNT,COUPON,Aug2022_Price,Oct19_Price,Last Price,Oct19_diff,Aug2022_diff,SMA88,SMA268,SMA88 chg,SMA268 chg,6M Low,6M High,1Y Low,1Y High,TIME TO DIV,Div adj.price,COM_LAST_PRICE,COM_52W_LOW,COM_52W_HIGH,COM_6M_PRICE,COM_3M_PRICE,COM_5Y_LOW,COM_5Y_HIGH,COM_MKTCAP,CRDT_SCORE,COM_FEB2020_PRICE,COM_MAR2020_PRICE,COM_5Y_LOW_CHG,COM_5Y_HIGH_CHG,COM_52W_LOW_CHG,COM_52W_HIGH_CHG,COM_6M_CHG,COM_3M_CHG,COM_FEB2020_CHG,COM_MAR2020_CHG,5Y_LOW_SKOR,5Y_HIGH_SKOR,52W_LOW_SKOR,52W_HIGH_SKOR,COM_6M_SKOR,COM_3M_SKOR,FEB2020_SKOR,MAR2020_SKOR,Normalized_5Y_LOW,Normalized_5Y_HIGH,Normalized_52W_LOW,Normalized_52W_HIGH,Normalized_COM_6M,Normalized_COM_3M,Normalized_FEB2020,Normalized_MAR2020,52W_HIGH_CHG,5Y_HIGH_CHG,52W_LOW_CHG,5Y_LOW_CHG,5Y_CHG,5Y CHG SKOR,52W_CHG,52W CHG SKOR,TOTAL_HIGH_SCORE,3M_PERF,6M_PERF,RECENT_TOTAL,MKTCAP_NORM,CRDT_NORM,SOLIDITY_SCORE,H2020_SKOR,H2020_NORM,L2020_SKOR,L2020_NORM,COM_6M_NORM,COM_3M_NORM,MKTCAP_RANGE
JPM PRJ,JPM,,11.5,10/29/2024,,,0.30,4.75%,23.74,19.38,19.89,0.51,-3.85,20.70,21.65,-3.93,-8.13,19.65,24.85,19.02,24.85,66.00,19.81,263.11,190.88,280.25,244.76,279.25,88.72,280.25,736.13,11.50,137.74,83.50,1.97,-0.06,0.38,-0.06,0.07,-0.06,0.91,2.15,90.00,84.50,40.27,84.50,2.92,-0.86,110.14,114.44,80.51,6.68,77.96,93.61,74.29,51.14,47.30,36.48,-0.06,-0.06,0.38,1.97,1.97,32.63,0.38,36.25,84.50,-0.06,0.07,0.01,95.00,45.55,81.65,52.04,66.76,51.66,68.99,77.33,57.21,<1B USD
JPM PRK,JPM,,11.5,10/29/2024,,,0.28,4.55%,21.65,18.67,18.91,0.24,-2.74,19.81,20.68,-4.53,-8.57,18.66,23.04,18.32,23.04,66.00,18.84,263.11,190.88,280.25,244.76,279.25,88.72,280.25,736.13,11.50,137.74,83.50,1.97,-0.06,0.38,-0.06,0.07,-0.06,0.91,2.15,90.00,84.50,40.27,84.50,2.92,-0.86,110.14,114.44,80.51,6.68,77.96,93.61,74.29,51.14,47.30,36.48,-0.06,-0.06,0.38,1.97,1.97,32.63,0.38,36.25,84.50,-0.06,0.07,0.01,95.00,45.55,81.65,52.04,66.76,51.66,68.99,77.33,57.21,<1B USD
JPM PRL,JPM,,11.5,10/29/2024,,,0.29,4.63%,21.62,18.94,19.35,0.41,-2.27,20.11,21.04,-3.80,-8.03,19.07,23.44,18.71,23.44,66.00,19.27,263.11,190.88,280.25,244.76,279.25,88.72,280.25,736.13,11.50,137.74,83.50,1.97,-0.06,0.38,-0.06,0.07,-0.06,0.91,2.15,90.00,84.50,40.27,84.50,2.92,-0.86,110.14,114.44,80.51,6.68,77.96,93.61,74.29,51.14,47.30,36.48,-0.06,-0.06,0.38,1.97,1.97,32.63,0.38,36.25,84.50,-0.06,0.07,0.01,95.00,45.55,81.65,52.04,66.76,51.66,68.99,77.33,57.21,<1B USD
JPM PRM,JPM,,11.5,10/29/2024,,,0.26,4.20%,20.70,17.17,17.71,0.54,-2.99,18.44,19.29,-3.93,-8.19,17.44,21.68,16.96,21.68,66.00,17.64,263.11,190.88,280.25,244.76,279.25,88.72,280.25,736.13,11.50,137.74,83.50,1.97,-0.06,0.38,-0.06,0.07,-0.06,0.91,2.15,90.00,84.50,40.27,84.50,2.92,-0.86,110.14,114.44,80.51,6.68,77.96,93.61,74.29,51.14,47.30,36.48,-0.06,-0.06,0.38,1.97,1.97,32.63,0.38,36.25,84.50,-0.06,0.07,0.01,95.00,45.55,81.65,52.04,66.76,51.66,68.99,77.33,57.21,<1B USD
JSM,NAVI,BB,7.5,12/13/2024,,,0.38,6.00%,23.50,16.70,18.49,1.79,-5.01,18.57,19.35,-0.45,-4.43,16.51,21.29,16.06,21.82,21.00,18.20,13.76,10.53,16.97,14.93,14.03,6.38,23.80,1.39,7.50,14.08,6.00,1.16,-0.42,0.31,-0.19,-0.08,-0.02,-0.02,1.29,90.00,52.03,34.54,72.98,-1.06,0.13,44.14,76.49,72.34,70.79,73.73,35.03,46.81,58.07,19.55,24.71,-0.19,-0.42,0.31,1.16,1.16,23.15,0.31,30.77,62.50,-0.02,-0.08,-0.10,40.98,5.95,44.29,29.54,38.33,28.21,38.13,53.10,63.28,<1B USD
KEY PRJ,KEY,,10.5,11/27/2024,,,0.35,5.65%,25.36,16.17,21.41,5.24,-3.95,21.63,21.86,-1.04,-2.05,19.97,24.18,15.19,24.18,5.00,21.08,16.49,12.72,20.04,19.22,18.03,8.53,27.17,18.07,10.50,19.52,9.19,0.93,-0.39,0.30,-0.18,-0.14,-0.09,-0.16,0.79,84.65,54.62,33.71,74.06,-2.72,-1.57,34.77,54.41,69.07,74.59,73.05,36.86,35.40,46.18,15.61,17.87,-0.18,-0.39,0.30,0.93,0.93,20.53,0.30,29.98,64.34,-0.09,-0.14,-0.23,63.43,35.65,58.89,31.10,40.30,29.76,40.17,43.04,52.87,<1B USD
KEY PRK,KEY,,10.5,11/27/2024,,,0.35,5.63%,26.17,16.05,21.07,5.02,-5.10,21.54,21.87,-2.17,-3.68,19.76,24.43,14.99,24.43,5.00,20.74,16.49,12.72,20.04,19.22,18.03,8.53,27.17,18.07,10.50,19.52,9.19,0.93,-0.39,0.30,-0.18,-0.14,-0.09,-0.16,0.79,84.65,54.62,33.71,74.06,-2.72,-1.57,34.77,54.41,69.07,74.59,73.05,36.86,35.40,46.18,15.61,17.87,-0.18,-0.39,0.30,0.93,0.93,20.53,0.30,29.98,64.34,-0.09,-0.14,-0.23,63.43,35.65,58.89,31.10,40.30,29.76,40.17,43.04,52.87,<1B USD
KIM PRL,KIM,,11.5,12/27/2024,,,0.32,5.13%,25.42,19.20,19.88,0.68,-5.54,20.62,21.53,-3.60,-7.68,19.39,24.18,18.81,24.18,35.00,19.68,21.67,17.93,25.83,25.31,21.53,10.03,26.57,14.66,11.50,19.70,10.63,1.16,-0.18,0.21,-0.16,-0.14,0.01,0.10,1.04,90.00,73.40,26.69,75.51,-2.76,0.79,52.82,65.21,72.39,90.05,66.22,39.31,35.08,62.69,23.20,21.22,-0.16,-0.18,0.21,1.16,1.16,23.20,0.21,23.27,74.46,0.01,-0.14,-0.13,61.98,45.55,64.56,31.15,40.36,30.43,41.05,42.76,67.33,<1B USD
KIM PRM,KIM,,11.5,12/27/2024,,,0.33,5.25%,25.40,19.83,20.32,0.49,-5.08,21.10,22.08,-3.68,-7.99,19.71,25.16,19.71,25.16,35.00,20.12,21.67,17.93,25.83,25.31,21.53,10.03,26.57,14.66,11.50,19.70,10.63,1.16,-0.18,0.21,-0.16,-0.14,0.01,0.10,1.04,90.00,73.40,26.69,75.51,-2.76,0.79,52.82,65.21,72.39,90.05,66.22,39.31,35.08,62.69,23.20,21.22,-0.16,-0.18,0.21,1.16,1.16,23.20,0.21,23.27,74.46,0.01,-0.14,-0.13,61.98,45.55,64.56,31.15,40.36,30.43,41.05,42.76,67.33,<1B USD
KREF PRA,KREF,,NR,11/27/2024,4/16/2026,,0.41,6.50%,23.37,16.18,19.60,3.42,-3.77,19.40,19.87,1.05,-1.34,17.98,23.66,15.81,23.66,5.00,19.21,9.35,8.28,12.95,11.58,11.25,8.28,23.42,0.64,8.00,21.11,9.94,0.13,-0.60,0.13,-0.28,-0.19,-0.17,-0.56,-0.06,20.34,35.93,20.34,64.98,-4.03,-3.71,7.92,16.63,3.15,47.12,4.03,24.29,26.35,31.18,4.33,6.16,-0.28,-0.60,0.13,0.13,0.13,11.10,0.13,17.20,50.46,-0.17,-0.19,-0.36,38.20,10.90,38.27,31.54,40.85,30.11,40.63,35.06,39.73,<1B USD
MBINN,MBIN,,NR,12/13/2024,,,0.38,6.00%,24.23,16.50,19.86,3.36,-4.37,20.87,21.43,-4.85,-7.32,18.31,24.34,16.31,24.34,21.00,19.57,32.87,27.25,53.27,39.40,42.82,9.89,53.27,1.51,8.00,14.23,9.49,2.32,-0.38,0.21,-0.38,-0.17,-0.23,1.31,2.46,90.00,55.53,26.50,55.53,-3.33,-6.66,138.42,128.28,83.10,75.93,66.01,6.12,31.16,24.47,59.18,40.77,-0.38,-0.38,0.21,2.32,2.32,36.83,0.21,23.09,55.53,-0.23,-0.17,-0.40,41.27,10.90,41.60,29.59,38.39,29.90,40.35,39.30,21.56,<1B USD
MET PRE,MET,,12,11/27/2024,,,0.35,5.63%,26.50,21.22,23.59,2.37,-2.91,23.82,24.21,-0.96,-2.56,22.66,25.23,21.03,25.23,5.00,23.26,80.87,65.21,89.05,85.19,83.07,32.72,89.05,54.29,12.00,51.88,24.38,1.47,-0.09,0.24,-0.09,-0.05,-0.03,0.56,2.32,90.00,81.73,29.21,81.73,-0.34,-0.06,85.28,121.79,76.04,6.84,68.92,98.72,51.77,56.77,36.85,38.76,-0.09,-0.09,0.24,1.47,1.47,26.84,0.24,25.68,81.73,-0.03,-0.05,-0.08,77.69,50.50,74.73,38.77,49.98,36.05,48.46,57.47,62.14,<1B USD
MET PRF,MET,,12,11/27/2024,,,0.30,4.75%,24.56,18.50,19.71,1.21,-4.85,20.29,20.97,-2.87,-6.02,19.00,23.21,18.33,23.21,5.00,19.43,80.87,65.21,89.05,85.19,83.07,32.72,89.05,54.29,12.00,51.88,24.38,1.47,-0.09,0.24,-0.09,-0.05,-0.03,0.56,2.32,90.00,81.73,29.21,81.73,-0.34,-0.06,85.28,121.79,76.04,6.84,68.92,98.72,51.77,56.77,36.85,38.76,-0.09,-0.09,0.24,1.47,1.47,26.84,0.24,25.68,81.73,-0.03,-0.05,-0.08,77.69,50.50,74.73,38.77,49.98,36.05,48.46,57.47,62.14,<1B USD
MFA PRB,MFA,,NR,11/27/2024,4/15/2018,,0.47,7.50%,21.92,18.34,21.51,3.17,-0.41,21.29,21.54,1.02,-0.15,18.27,23.67,17.01,23.67,5.00,21.07,9.76,7.85,13.45,10.93,10.32,6.44,19.60,1.01,8.00,70.64,43.84,0.52,-0.50,0.24,-0.27,-0.11,-0.05,0.33,1.37,51.24,44.82,29.46,65.31,-1.81,-0.77,,,60.17,60.18,69.18,24.92,41.67,51.78,,,-0.27,-0.50,0.24,0.52,0.52,15.63,0.24,25.92,55.06,-0.05,-0.11,-0.16,40.02,10.90,20.91,0.00,1.00,0.00,1.00,48.57,57.77,<1B USD
MGR,AMG,BB,12,12/27/2024,,,0.37,5.88%,26.29,19.60,20.75,1.15,-5.54,21.83,22.84,-4.93,-9.14,19.91,25.17,19.43,25.17,35.00,20.52,182.32,139.22,199.52,186.59,169.42,62.19,199.52,5.18,12.00,82.30,48.77,1.93,-0.09,0.31,-0.09,-0.02,0.08,1.22,2.74,90.00,82.24,34.77,82.24,0.38,2.57,131.73,140.44,80.24,6.81,73.92,97.80,56.75,75.21,56.37,44.54,-0.09,-0.09,0.31,1.93,1.93,32.24,0.31,30.99,82.24,0.08,-0.02,0.06,50.36,50.50,65.57,44.31,56.99,43.70,58.51,61.87,78.29,<1B USD
MGRB,AMG,BB,12,12/27/2024,,,0.30,4.75%,22.01,16.09,16.94,0.85,-5.07,17.84,18.89,-5.04,-10.32,16.13,21.00,15.83,21.00,35.00,16.76,182.32,139.22,199.52,186.59,169.42,62.19,199.52,5.18,12.00,82.30,48.77,1.93,-0.09,0.31,-0.09,-0.02,0.08,1.22,2.74,90.00,82.24,34.77,82.24,0.38,2.57,131.73,140.44,80.24,6.81,73.92,97.80,56.75,75.21,56.37,44.54,-0.09,-0.09,0.31,1.93,1.93,32.24,0.31,30.99,82.24,0.08,-0.02,0.06,50.36,50.50,65.57,44.31,56.99,43.70,58.51,61.87,78.29,<1B USD
MGRD,AMG,BB,12,12/27/2024,,,0.26,4.20%,19.50,15.18,15.39,0.21,-4.11,15.83,16.72,-2.78,-7.93,14.62,18.37,14.62,18.37,35.00,15.23,182.32,139.22,199.52,186.59,169.42,62.19,199.52,5.18,12.00,82.30,48.77,1.93,-0.09,0.31,-0.09,-0.02,0.08,1.22,2.74,90.00,82.24,34.77,82.24,0.38,2.57,131.73,140.44,80.24,6.81,73.92,97.80,56.75,75.21,56.37,44.54,-0.09,-0.09,0.31,1.93,1.93,32.24,0.31,30.99,82.24,0.08,-0.02,0.06,50.36,50.50,65.57,44.31,56.99,43.70,58.51,61.87,78.29,<1B USD
MS PRK,MS,,11,12/27/2024,,,0.37,5.85%,26.38,21.40,23.14,1.74,-3.24,23.98,24.57,-3.49,-5.83,22.52,26.00,21.16,26.00,35.00,22.91,130.20,90.94,142.03,134.99,140.69,39.80,142.03,209.91,11.00,55.35,29.67,2.27,-0.08,0.43,-0.08,-0.04,-0.07,1.35,3.39,90.00,82.50,44.54,82.50,0.05,-1.29,141.42,169.20,82.75,6.79,80.65,97.32,54.50,48.13,60.44,53.46,-0.08,-0.08,0.43,2.27,2.27,36.22,0.43,40.32,82.50,-0.07,-0.04,-0.11,90.17,40.60,77.94,39.47,50.87,37.92,50.91,59.88,54.57,<1B USD
MS PRL,MS,,11,12/27/2024,,,0.30,4.88%,24.00,18.32,19.68,1.36,-4.32,20.56,21.98,-4.27,-10.48,19.34,24.49,18.15,24.49,35.00,19.50,130.20,90.94,142.03,134.99,140.69,39.80,142.03,209.91,11.00,55.35,29.67,2.27,-0.08,0.43,-0.08,-0.04,-0.07,1.35,3.39,90.00,82.50,44.54,82.50,0.05,-1.29,141.42,169.20,82.75,6.79,80.65,97.32,54.50,48.13,60.44,53.46,-0.08,-0.08,0.43,2.27,2.27,36.22,0.43,40.32,82.50,-0.07,-0.04,-0.11,90.17,40.60,77.94,39.47,50.87,37.92,50.91,59.88,54.57,<1B USD
MS PRO,MS,,11,12/27/2024,,,0.27,4.25%,20.77,15.90,17.33,1.43,-3.44,18.07,18.95,-4.10,-8.57,16.82,21.47,15.70,21.47,35.00,17.16,130.20,90.94,142.03,134.99,140.69,39.80,142.03,209.91,11.00,55.35,29.67,2.27,-0.08,0.43,-0.08,-0.04,-0.07,1.35,3.39,90.00,82.50,44.54,82.50,0.05,-1.29,141.42,169.20,82.75,6.79,80.65,97.32,54.50,48.13,60.44,53.46,-0.08,-0.08,0.43,2.27,2.27,36.22,0.43,40.32,82.50,-0.07,-0.04,-0.11,90.17,40.60,77.94,39.47,50.87,37.92,50.91,59.88,54.57,<1B USD
NCV PRA,NCV,,NR,12/5/2024,,,0.35,5.63%,24.28,20.92,22.02,1.10,-2.26,21.76,22.07,1.20,-0.22,20.72,23.64,20.60,23.64,13.00,21.72,13.43,11.51,14.92,113.30,14.19,11.36,25.64,0.30,8.00,70.64,43.84,0.18,-0.48,0.17,-0.10,-0.04,-0.05,0.33,1.37,24.58,47.14,23.34,81.01,-0.08,-0.75,,,45.52,63.60,62.05,100.00,,51.90,,,-0.10,-0.48,0.17,0.18,0.18,11.73,0.17,20.07,64.08,-0.05,-0.88,-0.93,36.50,10.90,23.33,0.00,1.00,0.00,1.00,59.08,57.88,<1B USD
NCZ PRA,NCZ,,NR,12/5/2024,,,0.34,5.50%,24.28,20.50,20.84,0.34,-3.44,20.96,21.06,-0.58,-1.05,19.92,22.38,19.92,22.38,13.00,20.55,12.24,10.23,13.44,113.30,12.82,10.00,22.04,0.23,8.00,70.64,43.84,0.22,-0.44,0.20,-0.09,-0.04,-0.05,0.33,1.37,27.92,49.98,25.72,81.96,-0.08,-0.54,,,48.29,67.77,65.09,98.30,,53.40,,,-0.09,-0.44,0.20,0.22,0.22,12.22,0.20,22.34,65.97,-0.05,-0.89,-0.94,36.15,10.90,23.99,0.00,1.00,0.00,1.00,59.08,59.19,<1B USD
NEE PRN,NEE,BB,12,11/27/2024,,,0.35,5.65%,26.15,22.13,22.76,0.63,-3.39,23.23,24.21,-2.02,-5.98,22.10,25.55,21.92,25.62,5.00,22.43,73.86,61.72,86.10,77.36,69.06,47.14,93.73,152.05,12.00,67.94,47.94,0.57,-0.21,0.20,-0.14,-0.05,0.07,0.09,0.54,55.35,70.92,25.74,77.21,-0.20,2.40,51.91,43.18,61.58,98.54,65.11,42.19,52.75,74.01,22.82,14.39,-0.14,-0.21,0.20,0.57,0.57,16.23,0.20,22.36,74.06,0.07,-0.05,0.02,87.60,50.50,76.88,41.85,53.87,43.47,58.22,58.34,77.24,<1B USD
NRUC,-,BB,13,11/1/2024,,,0.34,5.50%,25.22,21.75,23.94,2.19,-1.28,23.46,24.19,2.03,-1.02,22.38,25.75,21.64,25.75,69.00,23.86,105.87,81.46,122.31,113.30,108.08,44.01,129.66,66.87,8.00,70.64,43.84,1.29,-0.22,0.32,-0.13,-0.04,-0.02,0.33,1.37,10.00,73.49,10.00,77.90,-0.08,-0.02,,,,,,,,,,,,,,,,,,,75.69,-0.02,-0.07,-0.09,79.70,10.90,46.35,0.00,1.00,0.00,1.00,59.08,62.33,<1B USD
NSA PRA,NSA,,NR,12/13/2024,,,0.38,6.00%,25.30,20.65,23.60,2.95,-1.70,22.28,22.79,5.94,3.54,21.12,25.20,20.16,25.20,21.00,23.31,36.85,30.88,49.44,44.16,37.47,25.67,70.04,4.95,8.00,35.96,23.98,0.44,-0.47,0.19,-0.25,-0.17,-0.02,0.02,0.54,44.84,47.35,25.47,67.08,-3.33,0.20,47.50,43.00,57.70,63.91,64.79,28.33,31.19,58.55,20.96,14.33,-0.25,-0.47,0.19,0.44,0.44,14.70,0.19,22.10,57.22,-0.02,-0.17,-0.19,49.88,10.90,45.67,35.29,45.59,35.91,48.26,39.33,63.70,<1B USD
NTRSO,NTRS,,13,12/13/2024,,,0.29,4.70%,24.85,18.30,19.83,1.53,-5.02,20.09,21.04,-1.28,-5.73,19.10,24.29,18.10,24.29,21.00,19.61,107.99,79.67,114.67,108.94,113.75,62.43,135.15,21.01,13.00,101.06,64.56,0.73,-0.20,0.36,-0.06,-0.01,-0.05,0.07,0.67,68.38,71.91,38.44,84.76,0.75,-0.68,50.60,49.02,65.35,100.00,76.69,93.11,59.29,52.43,22.27,16.20,-0.06,-0.20,0.36,0.73,0.73,18.15,0.36,34.49,78.34,-0.05,-0.01,-0.06,64.68,60.40,70.21,47.20,60.64,47.63,63.69,64.11,58.34,<1B USD
NYMTZ,NYMT,,NR,1/2/2025,,,0.44,7.00%,19.78,16.60,18.19,1.59,-1.59,18.81,19.33,-3.31,-5.92,16.75,21.75,15.31,21.75,41.00,17.95,7.05,5.01,7.27,5.89,5.99,2.40,19.74,0.63,8.00,70.64,43.84,1.94,-0.64,0.41,-0.03,0.20,0.18,0.33,1.37,90.00,32.14,42.57,87.28,6.09,5.16,,,80.28,41.56,79.45,88.12,96.15,93.32,,,-0.03,-0.64,0.41,1.94,1.94,32.30,0.41,38.45,59.71,0.18,0.20,0.38,38.15,10.90,22.14,0.00,1.00,0.00,1.00,96.60,94.15,<1B USD
OPP PRA,OPP,,16,11/1/2024,,,0.27,4.38%,20.87,16.98,17.60,0.62,-3.27,18.29,18.71,-3.79,-5.91,16.54,20.21,16.54,20.21,69.00,17.54,8.40,7.91,9.30,8.42,8.56,7.26,16.36,0.20,16.00,17.00,12.71,0.16,-0.49,0.06,-0.10,-0.00,-0.02,-0.51,-0.34,22.56,46.21,14.96,81.29,0.91,0.14,12.45,5.31,43.58,62.23,1.87,99.51,60.43,58.17,6.23,2.65,-0.10,-0.49,0.06,0.16,0.16,11.43,0.06,12.06,63.75,-0.02,-0.00,-0.02,36.00,90.10,58.83,30.39,39.40,31.36,42.28,65.11,63.36,<1B USD
OPP PRB,OPP,,16,11/1/2024,2/15/2027,,0.30,4.75%,21.43,18.70,19.21,0.51,-2.22,19.86,20.08,-3.29,-4.31,18.34,21.86,18.31,22.31,69.00,19.14,8.40,7.91,9.30,8.42,8.56,7.26,16.36,0.20,16.00,17.00,12.71,0.16,-0.49,0.06,-0.10,-0.00,-0.02,-0.51,-0.34,22.56,46.21,14.96,81.29,0.91,0.14,12.45,5.31,43.58,62.23,1.87,99.51,60.43,58.17,6.23,2.65,-0.10,-0.49,0.06,0.16,0.16,11.43,0.06,12.06,63.75,-0.02,-0.00,-0.02,36.00,90.10,58.83,30.39,39.40,31.36,42.28,65.11,63.36,<1B USD
OZKAP,OZK,,9,11/1/2024,11/15/2026,,0.29,4.63%,20.78,14.61,16.30,1.69,-4.48,16.96,17.09,-3.91,-4.65,15.75,19.88,14.37,19.88,69.00,16.23,46.57,35.71,53.64,48.35,50.51,20.10,53.64,5.28,9.00,28.03,18.00,1.32,-0.13,0.30,-0.13,-0.04,-0.08,0.66,1.59,90.00,78.14,34.33,78.14,0.02,-1.38,92.54,89.49,74.33,96.17,73.56,43.76,54.26,47.51,39.90,28.75,-0.13,-0.13,0.30,1.32,1.32,25.03,0.30,30.57,78.14,-0.08,-0.04,-0.12,50.56,20.80,56.70,33.35,43.14,33.60,45.23,59.67,54.03,<1B USD
PEB PRE,PEB,,NR,12/27/2024,,,0.40,6.38%,24.71,18.32,18.12,-0.20,-6.59,18.47,20.51,-1.89,-11.65,16.27,23.22,16.27,23.22,35.00,17.88,9.95,7.41,15.46,13.00,12.52,7.41,26.45,1.18,8.00,24.91,8.49,0.34,-0.62,0.34,-0.36,-0.23,-0.21,-0.60,0.17,37.42,33.86,37.42,57.92,-6.40,-4.64,4.07,26.86,54.24,44.07,75.96,10.71,23.27,24.65,2.71,9.33,-0.36,-0.62,0.34,0.34,0.34,13.61,0.34,33.52,45.89,-0.21,-0.23,-0.44,40.45,10.90,37.23,32.55,42.13,29.43,39.73,20.63,34.01,<1B USD
PEB PRF,PEB,,NR,12/27/2024,,,0.39,6.30%,23.52,18.56,18.35,-0.21,-5.17,18.61,20.55,-1.42,-10.69,16.85,23.75,16.85,23.75,35.00,18.11,9.95,7.41,15.46,13.00,12.52,7.41,26.45,1.18,8.00,24.91,8.49,0.34,-0.62,0.34,-0.36,-0.23,-0.21,-0.60,0.17,37.42,33.86,37.42,57.92,-6.40,-4.64,4.07,26.86,54.24,44.07,75.96,10.71,23.27,24.65,2.71,9.33,-0.36,-0.62,0.34,0.34,0.34,13.61,0.34,33.52,45.89,-0.21,-0.23,-0.44,40.45,10.90,37.23,32.55,42.13,29.43,39.73,20.63,34.01,<1B USD
PEB PRG,PEB,,NR,12/27/2024,,,0.40,6.38%,23.40,18.00,18.10,0.10,-5.30,18.65,20.28,-2.97,-10.75,16.60,23.18,16.60,23.18,35.00,17.86,9.95,7.41,15.46,13.00,12.52,7.41,26.45,1.18,8.00,24.91,8.49,0.34,-0.62,0.34,-0.36,-0.23,-0.21,-0.60,0.17,37.42,33.86,37.42,57.92,-6.40,-4.64,4.07,26.86,54.24,44.07,75.96,10.71,23.27,24.65,2.71,9.33,-0.36,-0.62,0.34,0.34,0.34,13.61,0.34,33.52,45.89,-0.21,-0.23,-0.44,40.45,10.90,37.23,32.55,42.13,29.43,39.73,20.63,34.01,<1B USD
PEB PRH,PEB,,NR,12/27/2024,,,0.36,5.70%,21.01,16.38,16.95,0.57,-4.06,17.06,18.38,-0.65,-7.80,15.51,21.12,15.02,21.12,35.00,16.73,9.95,7.41,15.46,13.00,12.52,7.41,26.45,1.18,8.00,24.91,8.49,0.34,-0.62,0.34,-0.36,-0.23,-0.21,-0.60,0.17,37.42,33.86,37.42,57.92,-6.40,-4.64,4.07,26.86,54.24,44.07,75.96,10.71,23.27,24.65,2.71,9.33,-0.36,-0.62,0.34,0.34,0.34,13.61,0.34,33.52,45.89,-0.21,-0.23,-0.44,40.45,10.90,37.23,32.55,42.13,29.43,39.73,20.63,34.01,<1B USD
PFH,PRU,BB,13,11/15/2024,9/1/2025,,0.26,4.13%,22.61,17.35,17.14,-0.21,-5.47,17.93,19.13,-4.38,-10.41,16.84,21.59,16.84,21.59,83.00,17.12,107.98,90.38,130.56,126.26,111.66,54.87,130.56,38.22,13.00,94.89,42.26,0.97,-0.17,0.19,-0.17,-0.14,-0.03,0.14,1.56,87.43,74.43,25.58,74.43,-2.79,-0.22,55.51,88.07,69.63,91.38,64.92,37.50,34.91,55.61,24.33,28.31,-0.17,-0.17,0.19,0.97,0.97,20.94,0.19,22.21,74.43,-0.03,-0.14,-0.17,71.99,60.40,72.85,46.29,59.49,41.87,56.12,42.61,61.12,<1B USD
PRH,PRU,BB,13,11/15/2024,,,0.37,5.95%,,23.79,24.64,0.85,,24.88,25.57,-0.97,-3.64,23.59,26.89,23.17,26.95,83.00,24.61,107.98,90.38,130.56,126.26,111.66,54.87,130.56,38.22,13.00,94.89,42.26,0.97,-0.17,0.19,-0.17,-0.14,-0.03,0.14,1.56,87.43,74.43,25.58,74.43,-2.79,-0.22,55.51,88.07,69.63,91.38,64.92,37.50,34.91,55.61,24.33,28.31,-0.17,-0.17,0.19,0.97,0.97,20.94,0.19,22.21,74.43,-0.03,-0.14,-0.17,71.99,60.40,72.85,46.29,59.49,41.87,56.12,42.61,61.12,<1B USD
PRS,PRU,BB,13,11/1/2024,8/15/2023,,0.35,5.63%,26.16,22.52,23.03,0.51,-3.13,23.36,24.23,-1.40,-4.94,22.35,25.42,22.31,25.42,69.00,22.95,107.98,90.38,130.56,126.26,111.66,54.87,130.56,38.22,13.00,94.89,42.26,0.97,-0.17,0.19,-0.17,-0.14,-0.03,0.14,1.56,87.43,74.43,25.58,74.43,-2.79,-0.22,55.51,88.07,69.63,91.38,64.92,37.50,34.91,55.61,24.33,28.31,-0.17,-0.17,0.19,0.97,0.97,20.94,0.19,22.21,74.43,-0.03,-0.14,-0.17,71.99,60.40,72.85,46.29,59.49,41.87,56.12,42.61,61.12,<1B USD
PSA PRF,PSA,,13.5,12/12/2024,,,0.32,5.15%,25.84,20.87,20.92,0.05,-4.92,21.49,22.90,-2.67,-8.66,19.87,25.11,19.87,25.11,20.00,20.67,309.46,256.60,369.99,335.85,297.43,181.76,421.76,54.29,13.50,226.42,171.22,0.70,-0.27,0.21,-0.16,-0.08,0.04,0.37,0.81,66.21,66.04,26.48,75.28,-1.07,1.66,71.69,54.98,64.78,91.36,65.99,38.92,46.77,68.79,31.14,18.05,-0.16,-0.27,0.21,0.70,0.70,17.83,0.21,23.07,70.66,0.04,-0.08,-0.04,77.69,65.35,73.05,60.91,77.96,64.76,86.24,53.07,72.67,<1B USD
PSA PRG,PSA,,13.5,12/12/2024,,,0.32,5.05%,25.87,21.11,20.86,-0.25,-5.01,21.35,22.71,-2.28,-8.14,19.99,25.00,19.99,25.06,20.00,20.61,309.46,256.60,369.99,335.85,297.43,181.76,421.76,54.29,13.50,226.42,171.22,0.70,-0.27,0.21,-0.16,-0.08,0.04,0.37,0.81,66.21,66.04,26.48,75.28,-1.07,1.66,71.69,54.98,64.78,91.36,65.99,38.92,46.77,68.79,31.14,18.05,-0.16,-0.27,0.21,0.70,0.70,17.83,0.21,23.07,70.66,0.04,-0.08,-0.04,77.69,65.35,73.05,60.91,77.96,64.76,86.24,53.07,72.67,<1B USD
