"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","COM_LAST_PRICE","COM_52W_LOW","COM_52W_HIGH","COM_6M_PRICE","COM_3M_PRICE","COM_5Y_LOW","COM_5Y_HIGH","COM_MKTCAP","CRDT_SCORE","COM_FEB2020_PRICE","COM_MAR2020_PRICE","COM_5Y_LOW_CHG","COM_5Y_HIGH_CHG","COM_52W_LOW_CHG","COM_52W_HIGH_CHG","COM_6M_CHG","COM_3M_CHG","COM_FEB2020_CHG","COM_MAR2020_CHG","5Y_LOW_SKOR","5Y_HIGH_SKOR","52W_LOW_SKOR","52W_HIGH_SKOR","COM_6M_SKOR","COM_3M_SKOR","FEB2020_SKOR","MAR2020_SKOR","Normalized_5Y_LOW","Normalized_5Y_HIGH","Normalized_52W_LOW","Normalized_52W_HIGH","Normalized_COM_6M","Normalized_COM_3M","Normalized_FEB2020","Normalized_MAR2020"
"MFAN","MFAN","MFA","","BB","8.000000","08/01/2025","2/15/2026","2/15/2029","0.560000","8.88%","","","102.65","Reit","","72.000000","","","","","","24.830000","","","25.010000","25.190000","-0.700000","-1.420000","24.020000","25.820000","24.020000","25.820000","24.720000","9.810000","7.850000","13.450000","10.930000","10.320000","6.440000","19.600000","1.006997","8.000000","","","0.523292","-0.499490","0.249682","-0.270632","-0.102470","-0.049419","","","104.558182","2195.338116","87.170899","145.121949","40.716077","38.674441","","","55.260485","62.891414","70.254285","88.777644","59.752777","56.529050","",""
"MFAO","MFAO","MFA","","BB","8.000000","07/30/2025","8/15/2026","8/15/2029","0.560000","9.00%","","","102.65","Reit","","70.000000","","","","","","24.960000","","","","","","","24.270000","25.850000","24.270000","25.850000","24.840000","9.810000","7.850000","13.450000","10.930000","10.320000","6.440000","19.600000","1.006997","8.000000","","","0.523292","-0.499490","0.249682","-0.270632","-0.102470","-0.049419","","","104.558182","2195.338116","87.170899","145.121949","40.716077","38.674441","","","55.260485","62.891414","70.254285","88.777644","59.752777","56.529050","",""
"MFICL","MFICL","MFIC","","BB","12.000000","05/27/2025","12/15/2025","12/15/2028","0.500000","8.00%","","","92.92","Assetmanagement","","6.000000","","","","","","25.470000","","","25.430000","25.430000","0.160000","0.150000","25.110000","25.850000","25.000000","25.850000","25.000000","12.870000","10.180000","16.370000","13.820000","14.710000","7.330000","16.370000","1.195880","12.000000","","","0.755798","-0.213806","0.264244","-0.213806","-0.068741","-0.125085","","","113.427916","3466.242712","88.473178","158.863369","43.185697","33.605949","","","59.863435","98.721011","71.288901","97.089202","63.316408","49.251672","",""
"MGRE","MGRE","AMG","","BB","8.000000","06/26/2025","3/30/2029","3/30/2064","0.420000","6.75%","","","28.79","Assetmanagement","","36.000000","","","","","","23.640000","","","24.350000","25.160000","-2.920000","-6.020000","22.510000","26.510000","22.510000","26.510000","23.390000","182.320000","139.220000","199.520000","186.590000","169.420000","62.190000","199.520000","5.248993","8.000000","82.300000","48.770000","1.931661","-0.086207","0.309582","-0.086207","-0.022884","0.076142","1.215310","2.738364","136.440172","27.081325","92.141219","27.360037","46.543261","47.085093","982.858958","787.236278","71.805649","1.763482","74.203033","17.548838","68.161329","68.605128","35.525981","38.405862"
"MHLA","MHLA","MHLD","","BB","8.000000","05/30/2025","6/14/2021","6/14/2046","0.410000","6.63%","17.510000","15.260000","99.49","Insurance","","9.000000","","","","","","14.820000","-0.440000","-2.690000","14.400000","15.340000","2.920000","-3.380000","12.250000","17.930000","12.250000","18.670000","14.450000","1.200000","0.546700","2.200000","1.670000","0.950000","0.546700","4.000000","0.119388","8.000000","0.872400","0.402000","1.194988","-0.700000","1.194988","-0.454545","-0.281437","0.263158","0.375516","1.985075","124.612058","1303.341042","124.612058","100.648955","34.515416","59.612294","600.793247","623.568750","65.667448","37.744053","100.000000","61.877960","50.805303","86.591776","22.104733","30.629131"
"MHNC","MHNC","MHLD","","BB","8.000000","05/15/2025","12/1/2018","12/1/2043","0.480000","7.75%","18.640000","17.600000","99.49","Insurance","","84.000000","","","","","","17.200000","-0.400000","-1.440000","16.760000","17.310000","2.610000","-0.640000","14.850000","19.970000","14.850000","20.650000","17.170000","1.200000","0.546700","2.200000","1.670000","0.950000","0.546700","4.000000","0.119388","8.000000","0.872400","0.402000","1.194988","-0.700000","1.194988","-0.454545","-0.281437","0.263158","0.375516","1.985075","124.612058","1303.341042","124.612058","100.648955","34.515416","59.612294","600.793247","623.568750","65.667448","37.744053","100.000000","61.877960","50.805303","86.591776","22.104733","30.629131"
"MITN","MITN","MITT","","BB","8.000000","08/01/2025","2/15/2026","2/15/2029","0.590000","9.50%","","","29.68","Reit","","72.000000","","","","","","25.090000","","","25.120000","25.180000","-0.140000","-0.350000","21.500000","25.600000","21.500000","25.950000","24.970000","7.250000","5.620000","7.950000","6.660000","7.280000","3.510000","23.670000","0.215180","8.000000","","","1.065527","-0.693705","0.290036","-0.088050","0.088589","-0.004121","","","121.801832","1331.344713","90.625341","27.408148","54.705182","41.708697","","","64.209080","38.533538","72.998721","17.577938","79.938878","60.885658","",""
"MITP","MITP","MITT","","BB","8.000000","07/30/2025","5/15/2026","5/15/2029","0.590000","9.50%","","","29.68","Reit","","70.000000","","","","","","24.960000","","","","","","","24.200000","25.800000","24.200000","25.800000","24.830000","7.250000","5.620000","7.950000","6.660000","7.280000","3.510000","23.670000","0.215180","8.000000","","","1.065527","-0.693705","0.290036","-0.088050","0.088589","-0.004121","","","121.801832","1331.344713","90.625341","27.408148","54.705182","41.708697","","","64.209080","38.533538","72.998721","17.577938","79.938878","60.885658","",""
"MITT PRA","MITT-A","MITT","","","8.000000","05/30/2025","9/17/2024","NONE","0.520000","8.25%","20.450000","17.360000","29.68","Reit","","9.000000","","","","","","22.220000","4.860000","1.770000","22.040000","21.650000","0.820000","2.640000","18.600000","23.990000","15.910000","23.990000","21.750000","7.250000","5.620000","7.950000","6.660000","7.280000","3.510000","23.670000","0.215180","8.000000","","","1.065527","-0.693705","0.290036","-0.088050","0.088589","-0.004121","","","121.801832","1331.344713","90.625341","27.408148","54.705182","41.708697","","","64.209080","38.533538","72.998721","17.577938","79.938878","60.885658","",""
"MITT PRB","MITT-B","MITT","","","8.000000","05/30/2025","9/27/2017","NONE","0.500000","8.00%","20.190000","16.460000","29.68","Reit","","9.000000","","","","","","21.470000","5.010000","1.280000","21.390000","21.040000","0.370000","2.060000","18.410000","23.820000","15.010000","23.820000","21.020000","7.250000","5.620000","7.950000","6.660000","7.280000","3.510000","23.670000","0.215180","8.000000","","","1.065527","-0.693705","0.290036","-0.088050","0.088589","-0.004121","","","121.801832","1331.344713","90.625341","27.408148","54.705182","41.708697","","","64.209080","38.533538","72.998721","17.577938","79.938878","60.885658","",""
"MITT PRC","MITT-C","MITT","FF","","11.000000","05/30/2025","8/3/2017","NONE","0.710000","8.00%","","","29.68","Reit","","9.000000","","","","","","25.210000","","","24.880000","24.750000","1.320000","1.850000","20.650000","25.500000","17.050000","25.500000","24.570000","7.250000","5.620000","7.950000","6.660000","7.280000","3.510000","23.670000","0.215180","8.000000","","","1.065527","-0.693705","0.290036","-0.088050","0.088589","-0.004121","","","121.801832","1331.344713","90.625341","27.408148","54.705182","41.708697","","","64.209080","38.533538","72.998721","17.577938","79.938878","60.885658","",""
"MS PRA","MS-A","MS","FLR","","11.000000","06/27/2025","7/15/2011","NONE","0.330000","4.00%","","","1603.20","Bank","","37.000000","","","","","","22.000000","","","23.090000","23.140000","-4.710000","-4.930000","21.000000","24.650000","20.310000","24.650000","21.810000","130.840000","90.940000","142.030000","134.990000","140.690000","39.800000","142.030000","209.762688","11.000000","55.350000","29.670000","2.287437","-0.078786","0.438751","-0.078786","-0.030743","-0.070012","1.363866","3.409842","140.621359","26.908825","100.352050","27.165423","45.967862","37.294992","1050.444972","933.128626","73.975477","1.758619","80.726257","17.431125","67.331036","54.548428","37.900150","45.337999"
"MS PRE","MS-E","MS","","","11.000000","06/27/2025","10/15/2023","NONE","0.450000","7.13%","26.100000","24.990000","1603.20","Bank","","37.000000","","","","","","25.440000","0.450000","-0.660000","25.440000","25.400000","0.010000","0.150000","25.010000","25.840000","24.930000","26.280000","25.180000","130.840000","90.940000","142.030000","134.990000","140.690000","39.800000","142.030000","209.762688","11.000000","55.350000","29.670000","2.287437","-0.078786","0.438751","-0.078786","-0.030743","-0.070012","1.363866","3.409842","140.621359","26.908825","100.352050","27.165423","45.967862","37.294992","1050.444972","933.128626","73.975477","1.758619","80.726257","17.431125","67.331036","54.548428","37.900150","45.337999"
"MS PRF","MS-F","MS","","","11.000000","06/27/2025","1/15/2024","NONE","0.430000","6.88%","26.310000","24.430000","1603.20","Bank","","37.000000","","","","","","25.220000","0.790000","-1.090000","25.280000","25.310000","-0.230000","-0.370000","24.870000","25.750000","24.330000","26.050000","24.970000","130.840000","90.940000","142.030000","134.990000","140.690000","39.800000","142.030000","209.762688","11.000000","55.350000","29.670000","2.287437","-0.078786","0.438751","-0.078786","-0.030743","-0.070012","1.363866","3.409842","140.621359","26.908825","100.352050","27.165423","45.967862","37.294992","1050.444972","933.128626","73.975477","1.758619","80.726257","17.431125","67.331036","54.548428","37.900150","45.337999"
"MS PRI","MS-I","MS","","","11.000000","06/27/2025","10/15/2024","NONE","0.400000","6.38%","26.490000","23.400000","1603.20","Bank","","37.000000","","","","","","24.800000","1.400000","-1.690000","24.970000","25.150000","-0.680000","-1.410000","24.210000","26.750000","23.250000","26.750000","24.560000","130.840000","90.940000","142.030000","134.990000","140.690000","39.800000","142.030000","209.762688","11.000000","55.350000","29.670000","2.287437","-0.078786","0.438751","-0.078786","-0.030743","-0.070012","1.363866","3.409842","140.621359","26.908825","100.352050","27.165423","45.967862","37.294992","1050.444972","933.128626","73.975477","1.758619","80.726257","17.431125","67.331036","54.548428","37.900150","45.337999"
"MS PRP","MS-P","MS","","","11.000000","06/27/2025","10/15/2027","NONE","0.410000","6.50%","26.330000","24.280000","1603.20","Bank","","37.000000","","","","","","25.480000","1.200000","-0.850000","25.550000","25.890000","-0.290000","-1.590000","24.700000","27.140000","24.250000","27.140000","25.240000","130.840000","90.940000","142.030000","134.990000","140.690000","39.800000","142.030000","209.762688","11.000000","55.350000","29.670000","2.287437","-0.078786","0.438751","-0.078786","-0.030743","-0.070012","1.363866","3.409842","140.621359","26.908825","100.352050","27.165423","45.967862","37.294992","1050.444972","933.128626","73.975477","1.758619","80.726257","17.431125","67.331036","54.548428","37.900150","45.337999"
"MS PRQ","MS-Q","MS","","","8.000000","06/30/2025","10/15/2029","NONE","0.410000","6.63%","","","1603.20","Bank","","40.000000","","","","","","25.620000","","","","","","","24.820000","27.350000","21.920000","27.350000","25.390000","130.840000","90.940000","142.030000","134.990000","140.690000","39.800000","142.030000","209.762688","11.000000","55.350000","29.670000","2.287437","-0.078786","0.438751","-0.078786","-0.030743","-0.070012","1.363866","3.409842","140.621359","26.908825","100.352050","27.165423","45.967862","37.294992","1050.444972","933.128626","73.975477","1.758619","80.726257","17.431125","67.331036","54.548428","37.900150","45.337999"
"MSBIP","MSBIP","MSBI","NFF","","10.500000","06/16/2025","9/30/2027","NONE","0.480000","7.75%","","","21.40","Regionalbank","","26.000000","","","","","","23.870000","","","23.930000","24.670000","-0.230000","-3.260000","22.750000","25.770000","20.920000","26.550000","23.530000","17.850000","14.790000","28.080000","26.770000","19.550000","12.480000","30.600000","0.381990","10.500000","27.020000","15.390000","0.430288","-0.416667","0.206897","-0.364316","-0.333209","-0.086957","-0.339378","0.159844","99.889279","2563.788137","82.898051","122.467711","29.777088","36.159973","344.438734","226.999934","52.837557","73.278831","66.859654","75.075129","43.967956","52.918759","13.099483","11.785997"
"MTB PRH","MTB-H","MTB","NFF","","10.500000","06/02/2025","12/15/2026","NONE","0.350000","5.63%","","","160.60","Regionalbank","","12.000000","","","","","","24.790000","","","24.540000","24.600000","1.030000","0.770000","23.020000","26.120000","20.220000","26.120000","24.490000","187.340000","139.780000","225.700000","216.620000","199.230000","88.480000","225.700000","30.086804","10.500000","168.810000","98.760000","1.117315","-0.169960","0.340249","-0.169960","-0.135168","-0.059680","0.109768","0.896922","122.964165","3221.940430","94.348492","149.129980","38.322018","37.987100","479.891000","387.145214","64.812273","91.833592","75.956636","91.201919","56.298181","55.542161","17.857665","19.395367"
"MTB PRJ","MTB-J","MTB","","","8.000000","06/02/2025","6/15/2029","NONE","0.470000","7.50%","","","160.60","Regionalbank","","12.000000","","","","","","26.470000","","","","","","","25.000000","28.040000","24.090000","28.040000","26.060000","187.340000","139.780000","225.700000","216.620000","199.230000","88.480000","225.700000","30.086804","10.500000","168.810000","98.760000","1.117315","-0.169960","0.340249","-0.169960","-0.135168","-0.059680","0.109768","0.896922","122.964165","3221.940430","94.348492","149.129980","38.322018","37.987100","479.891000","387.145214","64.812273","91.833592","75.956636","91.201919","56.298181","55.542161","17.857665","19.395367"
"NEWTG","NEWTG","NEWT","","BB","8.000000","05/30/2025","6/1/2027","6/1/2029","0.530000","8.50%","","","27.29","Regionalbank","","9.000000","","","","","","24.860000","","","","","","","24.000000","25.840000","24.000000","25.840000","24.380000","11.270000","9.120000","15.490000","14.080000","12.950000","9.120000","38.780000","0.307558","8.000000","21.740000","10.640000","0.235746","-0.709386","0.235746","-0.272434","-0.199574","-0.129730","-0.481601","0.059211","85.857692","1261.584884","85.857692","144.686233","33.606265","33.294822","263.558277","205.135234","45.555863","36.566855","69.210987","88.514100","49.493410","48.804953","10.258305","10.747087"
"NEWTH","NEWTH","NEWT","","BB","8.000000","07/14/2025","10/15/2026","10/15/2029","0.540000","8.63%","","","27.29","Regionalbank","","54.000000","","","","","","24.630000","","","","","","","23.000000","25.950000","23.000000","25.950000","24.410000","11.270000","9.120000","15.490000","14.080000","12.950000","9.120000","38.780000","0.307558","8.000000","21.740000","10.640000","0.235746","-0.709386","0.235746","-0.272434","-0.199574","-0.129730","-0.481601","0.059211","85.857692","1261.584884","85.857692","144.686233","33.606265","33.294822","263.558277","205.135234","45.555863","36.566855","69.210987","88.514100","49.493410","48.804953","10.258305","10.747087"
"NEWTI","NEWTI","NEWT","","BB","8.000000","05/15/2025","9/1/2025","9/1/2028","0.500000","8.00%","","24.800000","27.29","Regionalbank","","84.000000","","","","","","25.500000","0.700000","","25.020000","25.110000","1.900000","1.550000","23.900000","26.570000","23.480000","26.570000","25.470000","11.270000","9.120000","15.490000","14.080000","12.950000","9.120000","38.780000","0.307558","8.000000","21.740000","10.640000","0.235746","-0.709386","0.235746","-0.272434","-0.199574","-0.129730","-0.481601","0.059211","85.857692","1261.584884","85.857692","144.686233","33.606265","33.294822","263.558277","205.135234","45.555863","36.566855","69.210987","88.514100","49.493410","48.804953","10.258305","10.747087"
"NEWTZ","NEWTZ","NEWT","","","8.000000","07/11/2025","2/1/2022","2/1/2026","0.340000","5.50%","24.460000","23.610000","27.29","Regionalbank","","51.000000","","","","","","24.630000","1.020000","0.170000","24.750000","24.530000","-0.490000","0.400000","24.280000","25.250000","23.100000","26.020000","24.480000","11.270000","9.120000","15.490000","14.080000","12.950000","9.120000","38.780000","0.307558","8.000000","21.740000","10.640000","0.235746","-0.709386","0.235746","-0.272434","-0.199574","-0.129730","-0.481601","0.059211","85.857692","1261.584884","85.857692","144.686233","33.606265","33.294822","263.558277","205.135234","45.555863","36.566855","69.210987","88.514100","49.493410","48.804953","10.258305","10.747087"
"NLY PRF","NLY-F","NLY","FF","","8.000000","06/02/2025","9/30/2022","NONE","0.600000","6.95%","","","26.45","Reit","","12.000000","","","","","","25.770000","","","25.610000","25.590000","0.640000","0.710000","21.750000","26.340000","21.750000","26.340000","25.250000","19.770000","16.590000","22.110000","19.780000","21.550000","14.520000","38.560000","0.522916","8.000000","","","0.361570","-0.487293","0.191682","-0.105834","-0.000506","-0.082599","","","95.775777","2249.599317","81.183534","162.775727","48.181813","36.451887","","","50.702855","64.421156","65.497529","99.455609","70.525739","53.337891","",""
"NLY PRG","NLY-G","NLY","FF","","8.000000","06/02/2025","3/31/2023","NONE","0.550000","6.50%","","","26.45","Reit","","12.000000","","","","","","24.910000","","","25.010000","25.240000","-0.390000","-1.290000","23.010000","25.750000","22.390000","25.780000","24.430000","19.770000","16.590000","22.110000","19.780000","21.550000","14.520000","38.560000","0.522916","8.000000","","","0.361570","-0.487293","0.191682","-0.105834","-0.000506","-0.082599","","","95.775777","2249.599317","81.183534","162.775727","48.181813","36.451887","","","50.702855","64.421156","65.497529","99.455609","70.525739","53.337891","",""
"NLY PRI","NLY-I","NLY","FF","","9.500000","06/02/2025","6/30/2024","NONE","0.600000","6.75%","","","26.45","Reit","","12.000000","","","","","","25.650000","","","25.550000","25.550000","0.410000","0.390000","24.150000","26.050000","21.170000","26.050000","25.130000","19.770000","16.590000","22.110000","19.780000","21.550000","14.520000","38.560000","0.522916","8.000000","","","0.361570","-0.487293","0.191682","-0.105834","-0.000506","-0.082599","","","95.775777","2249.599317","81.183534","162.775727","48.181813","36.451887","","","50.702855","64.421156","65.497529","99.455609","70.525739","53.337891","",""
"NMFCZ","NMFCZ","NMFC","","BB","8.000000","08/01/2025","6/17/2027","NONE","0.520000","8.25%","","","107.59","Assetmanagement","","72.000000","","","","","","25.170000","","","25.440000","25.530000","-1.070000","-1.420000","25.090000","26.200000","24.950000","26.740000","25.070000","10.840000","8.840000","12.650000","11.530000","12.020000","8.590000","14.110000","1.166276","8.000000","","","0.261932","-0.231751","0.226244","-0.143083","-0.059844","-0.098170","","","88.270970","3386.412862","84.921111","154.849350","43.837130","35.408861","","","46.808234","96.470432","68.466906","94.661305","64.256418","51.840306","",""
"NREF PRA","NREF-A","NREF","","","8.000000","07/11/2025","7/24/2025","NONE","0.530000","8.50%","24.000000","18.800000","17.64","Reit","","51.000000","","","","","","21.800000","3.000000","-2.200000","22.990000","22.730000","-5.170000","-4.090000","21.470000","24.790000","18.000000","24.790000","21.570000","15.100000","12.140000","18.090000","17.030000","15.710000","12.140000","25.980000","0.266364","8.000000","18.850000","9.800000","0.243822","-0.418784","0.243822","-0.165285","-0.113329","-0.038829","-0.198939","0.540816","86.627132","2554.370315","86.627132","150.124899","39.920982","39.383798","339.444060","309.773982","45.955164","73.013322","69.822281","91.803700","58.605466","57.547551","12.924029","15.719041"
"NYMTG","NYMTG","NYMT","","","8.000000","03/14/2025","4/1/2027","4/1/2030","0.570000","9.13%","","","90.30","Reit","","22.000000","","","","","","24.370000","","","","","","","22.700000","25.690000","22.700000","25.690000","23.940000","7.020000","5.010000","7.270000","5.890000","5.990000","2.400000","19.740000","0.633906","8.000000","","","1.925000","-0.644377","0.401198","-0.034388","0.191851","0.171953","","","136.354816","1550.788013","98.229724","25.968289","62.265905","53.502976","","","71.761354","44.720127","79.040141","16.707033","90.848904","77.819971","",""
"NYMTI","NYMTI","NYMT","","BB","8.000000","06/12/2025","7/1/2026","7/1/2029","0.570000","9.13%","","","90.30","Reit","","22.000000","","","","","","24.710000","","","","","","","23.090000","26.000000","23.090000","26.000000","24.280000","7.020000","5.010000","7.270000","5.890000","5.990000","2.400000","19.740000","0.633906","8.000000","","","1.925000","-0.644377","0.401198","-0.034388","0.191851","0.171953","","","136.354816","1550.788013","98.229724","25.968289","62.265905","53.502976","","","71.761354","44.720127","79.040141","16.707033","90.848904","77.819971","",""
"NYMTL","NYMTL","NYMT","NFF","","8.000000","07/01/2025","10/15/2026","NONE","0.430000","6.88%","","","90.30","Reit","","41.000000","","","","","","22.150000","","","21.690000","21.310000","2.120000","3.940000","19.360000","23.030000","16.610000","23.030000","21.920000","7.020000","5.010000","7.270000","5.890000","5.990000","2.400000","19.740000","0.633906","8.000000","","","1.925000","-0.644377","0.401198","-0.034388","0.191851","0.171953","","","136.354816","1550.788013","98.229724","25.968289","62.265905","53.502976","","","71.761354","44.720127","79.040141","16.707033","90.848904","77.819971","",""
"NYMTM","NYMTM","NYMT","FF","","8.000000","07/01/2025","1/15/2025","NONE","0.690000","7.88%","","","90.30","Reit","","41.000000","","","","","","24.640000","","","24.630000","24.330000","0.020000","1.270000","22.500000","25.390000","20.070000","25.390000","24.260000","7.020000","5.010000","7.270000","5.890000","5.990000","2.400000","19.740000","0.633906","8.000000","","","1.925000","-0.644377","0.401198","-0.034388","0.191851","0.171953","","","136.354816","1550.788013","98.229724","25.968289","62.265905","53.502976","","","71.761354","44.720127","79.040141","16.707033","90.848904","77.819971","",""
"NYMTN","NYMTN","NYMT","NFF","","8.000000","07/01/2025","10/15/2027","NONE","0.500000","8.00%","","","90.30","Reit","","41.000000","","","","","","21.860000","","","22.150000","22.100000","-1.290000","-1.110000","19.210000","23.560000","18.710000","23.560000","21.590000","7.020000","5.010000","7.270000","5.890000","5.990000","2.400000","19.740000","0.633906","8.000000","","","1.925000","-0.644377","0.401198","-0.034388","0.191851","0.171953","","","136.354816","1550.788013","98.229724","25.968289","62.265905","53.502976","","","71.761354","44.720127","79.040141","16.707033","90.848904","77.819971","",""
"OCCIM","OCCIM","OCCI","","Term","8.000000","05/20/2025","10/31/2026","10/31/2029","0.160000","7.88%","","","20.70","Cef","","89.000000","","","","","","24.730000","","","","","","","24.180000","25.210000","24.180000","25.210000","24.730000","6.730000","5.260000","7.810000","7.070000","7.080000","5.260000","17.630000","0.139311","8.000000","16.470000","7.350000","0.279468","-0.618264","0.279468","-0.138284","-0.048091","-0.049435","-0.591378","-0.084354","89.765804","1666.953387","89.765804","155.870510","44.697698","38.673341","201.128937","173.942949","47.583978","47.995085","72.315848","95.278959","65.498206","56.527471","8.065280","9.264972"
"OCCIN","OCCIN","OCCI","","","8.000000","05/20/2025","12/31/2023","12/31/2026","0.110000","5.25%","22.990000","22.070000","20.70","Cef","","89.000000","","","","","","24.180000","2.110000","1.190000","23.870000","23.580000","1.280000","2.530000","23.150000","24.560000","21.530000","24.560000","24.180000","6.730000","5.260000","7.810000","7.070000","7.080000","5.260000","17.630000","0.139311","8.000000","16.470000","7.350000","0.279468","-0.618264","0.279468","-0.138284","-0.048091","-0.049435","-0.591378","-0.084354","89.765804","1666.953387","89.765804","155.870510","44.697698","38.673341","201.128937","173.942949","47.583978","47.995085","72.315848","95.278959","65.498206","56.527471","8.065280","9.264972"
"OCCIO","OCCIO","OCCI","","","8.000000","05/20/2025","4/30/2023","4/30/2026","0.130000","6.13%","24.870000","23.350000","20.70","Cef","","89.000000","","","","","","24.800000","1.450000","-0.070000","24.690000","24.520000","0.450000","1.160000","24.170000","24.990000","22.860000","24.990000","24.800000","6.730000","5.260000","7.810000","7.070000","7.080000","5.260000","17.630000","0.139311","8.000000","16.470000","7.350000","0.279468","-0.618264","0.279468","-0.138284","-0.048091","-0.049435","-0.591378","-0.084354","89.765804","1666.953387","89.765804","155.870510","44.697698","38.673341","201.128937","173.942949","47.583978","47.995085","72.315848","95.278959","65.498206","56.527471","8.065280","9.264972"
"OCFCP","OCFCP","OCFC","NFF","","8.000000","07/25/2025","6/1/2025","NONE","0.440000","7.00%","","","58.38","Regionalbank","","65.000000","","","","","","25.000000","","","25.190000","25.030000","-0.750000","-0.120000","24.670000","25.900000","21.550000","25.900000","24.880000","17.430000","14.030000","21.870000","20.140000","18.140000","12.000000","25.760000","1.017563","8.000000","23.340000","13.360000","0.452500","-0.323370","0.242338","-0.203018","-0.134558","-0.039140","-0.253213","0.304641","101.086134","2978.833056","86.487495","161.472045","38.366643","39.362949","393.439801","258.459982","53.458665","84.979860","69.711344","98.667071","56.362575","57.517615","14.820798","13.280835"
"OFSSH","OFSSH","OFS","","BB","9.000000","07/11/2025","10/31/2023","10/31/2028","0.310000","4.95%","22.990000","21.000000","13.41","Cef","","51.000000","","","","","","22.530000","1.530000","-0.460000","22.580000","22.350000","-0.230000","0.790000","21.880000","22.820000","20.520000","22.820000","22.400000","8.720000","7.750000","10.010000","8.040000","8.460000","3.960000","13.470000","0.116935","9.000000","11.530000","5.510000","1.202020","-0.352635","0.125161","-0.128871","0.084577","0.030733","-0.243712","0.582577","124.756023","2848.639603","3.759007","157.873594","54.411467","44.043365","398.843099","318.847375","65.742158","81.309420","3.986402","96.490533","79.515050","64.237792","15.010605","16.150167"
"ONBPO","ONBPO","ONB","","","9.000000","08/01/2025","8/20/2025","NONE","0.440000","7.00%","","","370.09","Regionalbank","","72.000000","","","","","","24.850000","","","24.930000","25.070000","-0.310000","-0.890000","24.440000","25.780000","21.360000","27.000000","24.760000","21.930000","15.590000","24.490000","21.160000","24.300000","11.660000","24.490000","8.116074","9.000000","18.140000","13.250000","0.880789","-0.104532","0.406671","-0.104532","0.036389","-0.097531","0.208931","0.655094","117.150571","3478.076666","98.550493","163.052789","50.883220","35.451654","525.004993","334.603227","61.795308","99.054637","79.294981","99.623191","74.423835","51.901749","19.442435","16.898813"
"ONBPP","ONBPP","ONB","","","8.000000","08/01/2025","8/20/2025","NONE","0.440000","7.00%","26.930000","22.980000","370.09","Regionalbank","","72.000000","","","","","","25.160000","2.180000","-1.770000","25.050000","25.120000","0.420000","0.170000","24.400000","26.200000","20.990000","26.360000","25.070000","21.930000","15.590000","24.490000","21.160000","24.300000","11.660000","24.490000","8.116074","9.000000","18.140000","13.250000","0.880789","-0.104532","0.406671","-0.104532","0.036389","-0.097531","0.208931","0.655094","117.150571","3478.076666","98.550493","163.052789","50.883220","35.451654","525.004993","334.603227","61.795308","99.054637","79.294981","99.623191","74.423835","51.901749","19.442435","16.898813"
"OXLCG","OXLCG","OXLC","","","8.000000","06/13/2025","2/28/2030","2/29/2032","0.680000","7.95%","","","437.24","Cef","","23.000000","","","","","","24.570000","","","","","","","24.060000","24.890000","24.060000","24.890000","24.060000","4.720000","3.910000","5.780000","5.210000","5.110000","2.980000","8.530000","2.063773","8.000000","9.390000","3.350000","0.583893","-0.446659","0.207161","-0.183391","-0.094050","-0.076321","-0.497338","0.408955","107.189738","2430.363801","82.926849","146.271930","41.332606","36.872395","254.608890","281.124450","56.626132","69.517305","66.882533","89.473215","60.642421","53.941660","9.943930","14.357746"
"OXLCI","OXLCI","OXLC","","BB","8.000000","06/13/2025","6/30/2028","6/30/2030","0.550000","8.75%","","","437.24","Cef","","23.000000","","","","","","25.560000","","","","","","","24.930000","26.180000","24.930000","26.180000","25.150000","4.720000","3.910000","5.780000","5.210000","5.110000","2.980000","8.530000","2.063773","8.000000","9.390000","3.350000","0.583893","-0.446659","0.207161","-0.183391","-0.094050","-0.076321","-0.497338","0.408955","107.189738","2430.363801","82.926849","146.271930","41.332606","36.872395","254.608890","281.124450","56.626132","69.517305","66.882533","89.473215","60.642421","53.941660","9.943930","14.357746"
"OXLCL","OXLCL","OXLC","","BB","8.000000","06/13/2025","3/16/2024","3/31/2031","0.420000","6.75%","24.650000","22.680000","437.24","Cef","","23.000000","","","","","","23.220000","0.540000","-1.430000","23.450000","23.780000","-0.980000","-2.370000","22.750000","24.680000","22.100000","24.680000","22.910000","4.720000","3.910000","5.780000","5.210000","5.110000","2.980000","8.530000","2.063773","8.000000","9.390000","3.350000","0.583893","-0.446659","0.207161","-0.183391","-0.094050","-0.076321","-0.497338","0.408955","107.189738","2430.363801","82.926849","146.271930","41.332606","36.872395","254.608890","281.124450","56.626132","69.517305","66.882533","89.473215","60.642421","53.941660","9.943930","14.357746"
