"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","COM_LAST_PRICE","COM_52W_LOW","COM_52W_HIGH","COM_6M_PRICE","COM_3M_PRICE","COM_5Y_LOW","COM_5Y_HIGH","COM_MKTCAP","CRDT_SCORE","COM_FEB2020_PRICE","COM_MAR2020_PRICE","COM_5Y_LOW_CHG","COM_5Y_HIGH_CHG","COM_52W_LOW_CHG","COM_52W_HIGH_CHG","COM_6M_CHG","COM_3M_CHG","COM_FEB2020_CHG","COM_MAR2020_CHG","5Y_LOW_SKOR","5Y_HIGH_SKOR","52W_LOW_SKOR","52W_HIGH_SKOR","COM_6M_SKOR","COM_3M_SKOR","FEB2020_SKOR","MAR2020_SKOR","Normalized_5Y_LOW","Normalized_5Y_HIGH","Normalized_52W_LOW","Normalized_52W_HIGH","Normalized_COM_6M","Normalized_COM_3M","Normalized_FEB2020","Normalized_MAR2020"
"BPOPM","BPOPM","BPOP","","TP","7.000000","05/15/2025","12/1/2009","12/1/2034","0.130000","6.13%","27.200000","24.510000","69.37","Regionalbank","","84.000000","","","","","","25.590000","1.080000","-1.610000","25.520000","25.520000","0.290000","0.280000","24.890000","26.110000","24.380000","26.250000","25.580000","105.290000","78.230000","106.810000","98.040000","105.320000","34.050000","106.810000","7.303967","7.000000","56.070000","26.400000","2.092217","-0.014231","0.345903","-0.014231","0.073949","-0.000285","0.877831","2.988258","138.414030","25.355746","94.735000","25.405269","53.633319","41.965652","829.322517","841.530843","72.829983","1.714834","76.263703","16.366488","78.392192","61.254597","30.132535","40.985691"
"C PRN","C-N","C","","","10.000000","07/25/2025","10/30/2015","10/30/2040","0.680000","7.88%","","","1868.19","Bank","","65.000000","","","","","","29.900000","","","30.150000","29.940000","-0.830000","-0.130000","29.110000","31.340000","27.820000","31.340000","29.710000","76.130000","53.510000","84.740000","68.950000","83.940000","38.170000","84.740000","142.225305","10.000000","78.480000","38.060000","0.994498","-0.101605","0.422725","-0.101605","0.104133","-0.093043","-0.029944","1.000263","120.114309","3489.537452","99.468273","163.675764","55.843357","35.752296","416.328647","409.598149","63.333340","99.377741","80.024126","100.000000","81.581250","52.333413","15.624840","20.462228"
"CCIA","CCIA","CCIF","","Term","8.000000","05/19/2025","10/31/2025","10/31/2028","0.180000","8.75%","","","15.39","Cef","","88.000000","","","","","","25.490000","","","25.820000","25.810000","-1.290000","-1.240000","25.000000","27.790000","24.100000","27.790000","25.490000","6.640000","5.950000","8.800000","8.220000","7.740000","5.950000","10.950000","0.102190","8.000000","","","0.115966","-0.393607","0.115966","-0.245455","-0.192214","-0.142119","","","3.421835","2666.370858","3.421835","151.210222","34.145137","32.464939","","","2.775762","76.170863","3.718531","92.460163","50.270996","47.613401","",""
"CFG PRH","CFG-H","CFG","","","10.500000","06/20/2025","7/6/2029","NONE","0.460000","7.38%","","","433.40","Regionalbank","","30.000000","","","","","","26.370000","","","","","","","24.950000","27.690000","24.950000","27.690000","26.060000","41.580000","32.600000","49.250000","46.770000","47.390000","20.970000","57.000000","18.020772","10.500000","38.490000","17.520000","0.982833","-0.270526","0.275460","-0.155736","-0.110969","-0.122600","0.080281","1.373288","119.825927","3213.913481","89.431963","152.156822","40.093841","33.772424","466.475482","490.645473","63.183684","91.607295","72.050623","93.032718","58.854899","49.490699","17.386403","24.313226"
"CGBDL","CGBDL","CGBD","","","8.000000","05/15/2025","","","0.510000","","","","72.90","Assetmanagement","","84.000000","","","","","","25.280000","","","25.730000","25.660000","-1.740000","-1.490000","25.050000","26.660000","25.050000","26.660000","25.250000","14.390000","13.120000","18.740000","16.670000","17.960000","7.770000","18.740000","1.049031","8.000000","13.960000","5.720000","0.851995","-0.232124","0.096799","-0.232124","-0.136773","-0.198775","0.030802","1.515734","116.340804","3384.752329","2.718970","154.433793","38.204497","28.669839","443.965246","521.594921","61.375079","96.423618","3.160129","94.409954","56.128599","42.164368","16.595661","25.783802"
"CHMI PRA","CHMI-A","CHMI","","","8.000000","06/27/2025","8/17/2022","NONE","0.510000","8.20%","22.650000","19.600000","32.66","Reit","","37.000000","","","","","","21.260000","1.660000","-1.390000","21.840000","22.730000","-2.660000","-6.460000","19.200000","24.400000","17.750000","25.000000","20.960000","3.050000","2.340000","3.990000","2.540000","3.630000","2.340000","11.040000","0.099613","8.000000","15.780000","5.860000","0.303419","-0.723732","0.303419","-0.235589","0.200787","-0.159780","-0.806717","-0.479522","91.673095","1197.766509","91.673095","153.595863","62.920248","31.281938","78.667828","110.105614","48.573767","34.767674","73.831125","93.903128","91.793112","45.914840","3.763452","6.231715"
"CHMI PRB","CHMI-B","CHMI","FF","","8.000000","06/27/2025","4/5/2024","NONE","0.640000","8.25%","","","32.66","Reit","","37.000000","","","","","","24.230000","","","24.150000","24.630000","0.310000","-1.620000","22.230000","25.380000","20.200000","25.600000","23.850000","3.050000","2.340000","3.990000","2.540000","3.630000","2.340000","11.040000","0.099613","8.000000","15.780000","5.860000","0.303419","-0.723732","0.303419","-0.235589","0.200787","-0.159780","-0.806717","-0.479522","91.673095","1197.766509","91.673095","153.595863","62.920248","31.281938","78.667828","110.105614","48.573767","34.767674","73.831125","93.903128","91.793112","45.914840","3.763452","6.231715"
"CHSCL","CHSCL","-","","","8.000000","06/13/2025","1/21/2025","NONE","0.470000","7.50%","27.300000","25.070000","-","-","","23.000000","","","","","","26.030000","0.960000","-1.270000","25.770000","25.870000","1.000000","0.600000","25.310000","26.420000","24.920000","26.750000","25.680000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHSCM","CHSCM","-","","","8.000000","06/13/2025","9/30/2024","NONE","0.420000","6.75%","26.400000","24.050000","-","-","","23.000000","","","","","","24.900000","0.850000","-1.500000","24.890000","25.170000","0.040000","-1.060000","23.800000","26.190000","23.510000","26.190000","24.590000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHSCN","CHSCN","-","","","8.000000","06/13/2025","3/31/2024","NONE","0.440000","7.10%","26.300000","24.620000","-","-","","23.000000","","","","","","25.520000","0.900000","-0.780000","25.330000","25.590000","0.760000","-0.270000","24.480000","26.590000","24.410000","26.900000","25.190000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHSCO","CHSCO","-","","","8.000000","06/13/2025","9/26/2023","NONE","0.490000","7.88%","28.310000","25.640000","-","-","","23.000000","","","","","","26.290000","0.650000","-2.020000","26.410000","26.700000","-0.470000","-1.520000","25.600000","27.440000","25.460000","27.730000","25.930000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CICB","CICB","CION","","","8.000000","06/12/2025","12/30/2026","12/30/2029","0.470000","7.50%","","","52.69","Assetmanagement","","22.000000","","","","","","24.860000","","","","","","","24.320000","163.100000","24.320000","163.100000","24.500000","9.940000","8.510000","12.710000","11.540000","12.450000","7.830000","15.100000","0.523739","8.000000","","","0.269476","-0.341722","0.168038","-0.217939","-0.138648","-0.201606","","","88.925053","2897.190388","78.261330","157.863976","38.067172","28.480180","","","47.147670","82.678174","63.175939","96.484715","55.930442","41.892055","",""
"CIM PRB","CIM-B","CIM","FF","","8.000000","06/02/2025","3/30/2024","NONE","0.650000","8.00%","","","80.92","Reit","","12.000000","","","","","","25.060000","","","24.470000","24.760000","2.410000","1.200000","21.600000","25.590000","18.830000","25.590000","24.500000","13.910000","9.850000","16.890000","14.620000","13.710000","9.850000","50.550000","1.125597","8.000000","","","0.412183","-0.724827","0.412183","-0.176436","-0.048564","0.014588","","","98.869410","1192.895163","98.869410","147.751984","44.663059","42.961899","","","52.308296","34.630340","79.548350","90.368433","65.448222","62.685015","",""
"CIM PRC","CIM-C","CIM","NFF","","8.000000","06/02/2025","9/30/2025","NONE","0.480000","7.75%","","","80.92","Reit","","12.000000","","","","","","22.880000","","","22.860000","22.750000","0.110000","0.560000","20.260000","24.600000","17.110000","24.600000","22.460000","13.910000","9.850000","16.890000","14.620000","13.710000","9.850000","50.550000","1.125597","8.000000","","","0.412183","-0.724827","0.412183","-0.176436","-0.048564","0.014588","","","98.869410","1192.895163","98.869410","147.751984","44.663059","42.961899","","","52.308296","34.630340","79.548350","90.368433","65.448222","62.685015","",""
"CIM PRD","CIM-D","CIM","FF","","8.000000","06/02/2025","3/30/2024","NONE","0.640000","8.00%","","","80.92","Reit","","12.000000","","","","","","24.850000","","","24.230000","24.490000","2.540000","1.480000","20.770000","25.210000","18.760000","25.250000","24.300000","13.910000","9.850000","16.890000","14.620000","13.710000","9.850000","50.550000","1.125597","8.000000","","","0.412183","-0.724827","0.412183","-0.176436","-0.048564","0.014588","","","98.869410","1192.895163","98.869410","147.751984","44.663059","42.961899","","","52.308296","34.630340","79.548350","90.368433","65.448222","62.685015","",""
"CIMN","CIMN","CIM","","BB","8.000000","07/30/2025","5/15/2026","5/15/2029","0.560000","9.00%","","","80.92","Reit","","70.000000","","","","","","24.650000","","","","","","","23.620000","25.850000","23.620000","25.850000","24.530000","13.910000","9.850000","16.890000","14.620000","13.710000","9.850000","50.550000","1.125597","8.000000","","","0.412183","-0.724827","0.412183","-0.176436","-0.048564","0.014588","","","98.869410","1192.895163","98.869410","147.751984","44.663059","42.961899","","","52.308296","34.630340","79.548350","90.368433","65.448222","62.685015","",""
"CIMO","CIMO","CIM","","","8.000000","07/30/2025","8/15/2026","8/15/2029","0.580000","9.25%","","","80.92","Reit","","70.000000","","","","","","25.090000","","","","","","","24.120000","26.250000","24.120000","26.250000","24.960000","13.910000","9.850000","16.890000","14.620000","13.710000","9.850000","50.550000","1.125597","8.000000","","","0.412183","-0.724827","0.412183","-0.176436","-0.048564","0.014588","","","98.869410","1192.895163","98.869410","147.751984","44.663059","42.961899","","","52.308296","34.630340","79.548350","90.368433","65.448222","62.685015","",""
"CMRE PRB","CMRE-B","CMRE","","","8.000000","07/10/2025","8/6/2018","NONE","0.480000","7.63%","25.180000","24.820000","119.96","Marineshipping","","50.000000","","","","","","24.970000","0.150000","-0.210000","25.450000","25.690000","-1.890000","-2.810000","24.020000","26.340000","22.130000","28.160000","24.760000","8.760000","6.020000","13.040000","10.430000","7.760000","3.280000","13.370000","1.050850","8.000000","5.590000","2.740000","1.670732","-0.344802","0.455150","-0.328221","-0.160115","0.128866","0.567084","2.197080","132.857418","2883.488850","101.225150","131.196106","36.495393","50.616786","687.947551","669.631334","69.946378","82.291897","81.419905","80.354537","53.662385","73.675959","25.166299","32.817814"
"CMRE PRC","CMRE-C","CMRE","","","8.000000","07/10/2025","1/21/2019","NONE","0.530000","8.50%","25.320000","25.170000","119.96","Marineshipping","","50.000000","","","","","","25.500000","0.330000","0.180000","25.980000","26.090000","-1.840000","-2.270000","25.050000","27.190000","23.610000","27.190000","25.260000","8.760000","6.020000","13.040000","10.430000","7.760000","3.280000","13.370000","1.050850","8.000000","5.590000","2.740000","1.670732","-0.344802","0.455150","-0.328221","-0.160115","0.128866","0.567084","2.197080","132.857418","2883.488850","101.225150","131.196106","36.495393","50.616786","687.947551","669.631334","69.946378","82.291897","81.419905","80.354537","53.662385","73.675959","25.166299","32.817814"
"CMRE PRD","CMRE-D","CMRE","","","8.000000","07/10/2025","5/13/2020","NONE","0.550000","8.75%","25.830000","25.070000","119.96","Marineshipping","","50.000000","","","","","","26.200000","1.130000","0.370000","26.320000","26.290000","-0.440000","-0.350000","24.540000","27.290000","24.540000","27.290000","25.960000","8.760000","6.020000","13.040000","10.430000","7.760000","3.280000","13.370000","1.050850","8.000000","5.590000","2.740000","1.670732","-0.344802","0.455150","-0.328221","-0.160115","0.128866","0.567084","2.197080","132.857418","2883.488850","101.225150","131.196106","36.495393","50.616786","687.947551","669.631334","69.946378","82.291897","81.419905","80.354537","53.662385","73.675959","25.166299","32.817814"
"CNOBP","CNOBP","CNOB","NFF","","8.000000","05/15/2025","9/1/2026","NONE","0.330000","5.25%","","","38.47","Regionalbank","","84.000000","","","","","","22.450000","","","22.630000","21.510000","-0.780000","4.370000","20.290000","23.420000","14.630000","23.420000","22.430000","23.910000","17.070000","29.310000","27.250000","26.460000","13.110000","37.000000","0.919818","8.000000","23.820000","10.770000","0.823799","-0.353784","0.400703","-0.184237","-0.122569","-0.096372","0.003778","1.220056","115.521594","2843.531244","98.200532","146.091806","39.244485","35.529288","431.670652","457.352684","60.949950","81.165405","79.016950","89.364266","57.629289","52.013217","16.163775","22.731305"
"CODI PRA","CODI-A","CODI","","","8.000000","06/17/2025","7/30/2022","NONE","0.450000","7.25%","25.080000","22.030000","75.24","Conglomerates","","27.000000","","","","","","12.990000","-9.040000","-12.090000","21.970000","23.440000","-40.880000","-44.590000","12.850000","25.110000","12.850000","26.060000","12.680000","7.860000","6.050000","24.590000","23.020000","21.060000","6.050000","33.310000","0.591386","8.000000","23.200000","12.510000","0.299174","-0.764035","0.299174","-0.680358","-0.658558","-0.626781","-0.661207","-0.371703","91.345471","1018.473365","91.345471","46.044183","0.000000","0.000000","161.418119","139.388127","48.403747","29.713006","73.570839","28.850025","1.000000","1.000000","6.670314","7.623085"
"CODI PRB","CODI-B","CODI","","FF","8.000000","06/17/2025","4/30/2028","NONE","0.490000","7.88%","26.850000","23.500000","75.24","Conglomerates","","27.000000","","","","","","15.220000","-8.280000","-11.630000","22.400000","23.790000","-32.070000","-36.020000","15.150000","25.080000","15.150000","26.500000","14.880000","7.860000","6.050000","24.590000","23.020000","21.060000","6.050000","33.310000","0.591386","8.000000","23.200000","12.510000","0.299174","-0.764035","0.299174","-0.680358","-0.658558","-0.626781","-0.661207","-0.371703","91.345471","1018.473365","91.345471","46.044183","0.000000","0.000000","161.418119","139.388127","48.403747","29.713006","73.570839","28.850025","1.000000","1.000000","6.670314","7.623085"
"CODI PRC","CODI-C","CODI","","","8.000000","06/17/2025","1/30/2025","NONE","0.490000","7.88%","25.790000","23.890000","75.24","Conglomerates","","27.000000","","","","","","15.130000","-8.760000","-10.660000","22.550000","23.840000","-32.900000","-36.540000","15.130000","25.180000","15.130000","25.910000","14.790000","7.860000","6.050000","24.590000","23.020000","21.060000","6.050000","33.310000","0.591386","8.000000","23.200000","12.510000","0.299174","-0.764035","0.299174","-0.680358","-0.658558","-0.626781","-0.661207","-0.371703","91.345471","1018.473365","91.345471","46.044183","0.000000","0.000000","161.418119","139.388127","48.403747","29.713006","73.570839","28.850025","1.000000","1.000000","6.670314","7.623085"
"CRBD","CRBD","CRBG","","","11.000000","05/30/2025","12/15/2029","12/15/2064","0.400000","6.38%","","","550.13","Assetmanagement","","9.000000","","","","","","23.800000","","","","","","","19.760000","31.750000","19.760000","31.750000","23.440000","32.890000","23.690000","35.360000","31.470000","33.550000","14.010000","35.360000","18.093776","11.000000","","","1.347609","-0.069853","0.388350","-0.069853","0.045122","-0.019672","","","127.564223","26.699575","97.460176","26.929115","51.522634","40.667000","","","67.199474","1.752720","78.428762","17.288192","75.346502","59.389982","",""
"CSWCZ","CSWCZ","CSWC","","BB","8.000000","07/15/2025","8/1/2025","8/1/2028","0.480000","7.75%","","25.050000","50.37","Assetmanagement","","55.000000","","","","","","25.500000","0.450000","","25.580000","25.730000","-0.310000","-0.880000","25.030000","26.250000","24.790000","26.480000","25.310000","21.550000","17.460000","27.230000","22.970000","23.630000","12.320000","28.410000","1.085473","8.000000","20.520000","9.310000","0.749188","-0.241464","0.234250","-0.208593","-0.061820","-0.088024","0.050195","1.314715","113.214735","3343.199953","85.712542","160.123775","43.692459","36.088489","452.787960","477.919436","59.752805","95.252165","69.095671","97.851564","64.047659","52.816121","16.905587","23.708543"
