"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","6M_Low_diff","6M_High_diff","SMA88_chg_norm","SMA268_chg_norm","6M_Low_diff_norm","6M_High_diff_norm","1Y_High_diff","1Y_Low_diff","1Y_High_diff_norm","1Y_Low_diff_norm","ADV_6M","ADV_3M","ADV_15D","AVG_ADV","SOLIDITY_SCORE","Normalized_COM_6M","Normalized_COM_3M","Normalized_52W_LOW","FINAL_THG","CS_FACTOR"
"GLADZ","GLADZ","GLAD","","BB","8.00","05/15/2025","9/1/2025","9/1/2028","0.48","7.75%","","25.02","22.33","Cef","","84.00","","","","","","25.45","0.43","","25.54","25.45","-0.34","0.02","24.97","25.98","24.45","25.98","25.42","0.45","-0.56","49.66","46.65","75.62","15.10","-0.56","0.97","14.41","82.46","4332.00","4799.00","3184.00","4105.00","56.42","","","","381.65","1.00"
"GMRE PRA","GMRE-A","GMRE","","","8.00","07/11/2025","9/15/2022","NONE","0.47","7.50%","25.54","24.46","66.88","Reit","","51.00","","","","","","24.91","0.45","-0.63","25.06","25.10","-0.60","-0.74","23.38","26.26","23.32","26.26","24.71","1.33","-1.55","50.92","49.34","59.80","28.76","-1.55","1.39","26.21","80.06","4467.00","3652.00","2610.00","3576.00","40.22","","","","350.06","1.00"
"MER PRK","MER-K","BAC","","TP","11.50","06/12/2025","12/15/2011","12/15/2066","0.40","6.45%","26.45","24.62","7537.21","Bank","","22.00","","","","","","25.43","0.81","-1.02","25.71","25.73","-1.08","-1.17","25.18","26.64","24.51","26.64","25.13","-0.05","-1.51","53.24","50.87","84.61","28.21","-1.51","0.62","25.74","84.46","29629.00","27180.00","26861.00","27890.00","80.51","51.83","54.15","75.47","471.83","1.00"
"MER PRK","MER-K","BAC","","TP","11.50","06/12/2025","12/15/2011","12/15/2066","0.40","6.45%","26.45","24.62","7537.21","Bank","","22.00","","","","","","25.43","0.81","-1.02","25.71","25.73","-1.08","-1.17","25.18","26.64","24.51","26.64","25.13","-0.05","-1.51","53.24","50.87","84.61","28.21","-1.51","0.62","25.74","84.46","29629.00","27180.00","26861.00","27890.00","80.51","51.83","54.15","75.47","471.83","1.00"
"MER PRK","MER-K","BAC","","TP","11.50","06/12/2025","12/15/2011","12/15/2066","0.40","6.45%","26.45","24.62","7537.21","Bank","","22.00","","","","","","25.43","0.81","-1.02","25.71","25.73","-1.08","-1.17","25.18","26.64","24.51","26.64","25.13","-0.05","-1.51","53.24","50.87","84.61","28.21","-1.51","0.62","25.74","84.46","29629.00","27180.00","26861.00","27890.00","80.51","51.83","54.15","75.47","471.83","1.00"
"MER PRK","MER-K","BAC","","TP","11.50","06/12/2025","12/15/2011","12/15/2066","0.40","6.45%","26.45","24.62","7537.21","Bank","","22.00","","","","","","25.43","0.81","-1.02","25.71","25.73","-1.08","-1.17","25.18","26.64","24.51","26.64","25.13","-0.05","-1.51","53.24","50.87","84.61","28.21","-1.51","0.62","25.74","84.46","29629.00","27180.00","26861.00","27890.00","80.51","51.83","54.15","75.47","471.83","1.00"
"MER PRK","MER-K","BAC","","TP","11.50","06/12/2025","12/15/2011","12/15/2066","0.40","6.45%","26.45","24.62","7537.21","Bank","","22.00","","","","","","25.43","0.81","-1.02","25.71","25.73","-1.08","-1.17","25.18","26.64","24.51","26.64","25.13","-0.05","-1.51","53.24","50.87","84.61","28.21","-1.51","0.62","25.74","84.46","29629.00","27180.00","26861.00","27890.00","80.51","51.83","54.15","75.47","471.83","1.00"
"MER PRK","MER-K","BAC","","TP","11.50","06/12/2025","12/15/2011","12/15/2066","0.40","6.45%","26.45","24.62","7537.21","Bank","","22.00","","","","","","25.43","0.81","-1.02","25.71","25.73","-1.08","-1.17","25.18","26.64","24.51","26.64","25.13","-0.05","-1.51","53.24","50.87","84.61","28.21","-1.51","0.62","25.74","84.46","29629.00","27180.00","26861.00","27890.00","80.51","51.83","54.15","75.47","471.83","1.00"
"MER PRK","MER-K","BAC","","TP","11.50","06/12/2025","12/15/2011","12/15/2066","0.40","6.45%","26.45","24.62","7537.21","Bank","","22.00","","","","","","25.43","0.81","-1.02","25.71","25.73","-1.08","-1.17","25.18","26.64","24.51","26.64","25.13","-0.05","-1.51","53.24","50.87","84.61","28.21","-1.51","0.62","25.74","84.46","29629.00","27180.00","26861.00","27890.00","80.51","51.83","54.15","75.47","471.83","1.00"
"MER PRK","MER-K","BAC","","TP","11.50","06/12/2025","12/15/2011","12/15/2066","0.40","6.45%","26.45","24.62","7537.21","Bank","","22.00","","","","","","25.43","0.81","-1.02","25.71","25.73","-1.08","-1.17","25.18","26.64","24.51","26.64","25.13","-0.05","-1.51","53.24","50.87","84.61","28.21","-1.51","0.62","25.74","84.46","29629.00","27180.00","26861.00","27890.00","80.51","51.83","54.15","75.47","471.83","1.00"
"MET PRA","MET-A","MET","FLR","","8.00","05/30/2025","9/15/2010","NONE","0.36","4.00%","","","671.16","Insurance","","9.00","","","","","","24.40","","","24.43","24.53","-0.14","-0.55","22.07","25.43","22.00","25.43","24.08","2.01","-1.35","48.69","48.67","47.57","26.00","-1.35","2.08","23.83","76.11","31744.00","29061.00","28093.00","29633.00","71.23","51.77","56.77","68.92","422.52","1.00"
"MET PRA","MET-A","MET","FLR","","8.00","05/30/2025","9/15/2010","NONE","0.36","4.00%","","","671.16","Insurance","","9.00","","","","","","24.40","","","24.43","24.53","-0.14","-0.55","22.07","25.43","22.00","25.43","24.08","2.01","-1.35","48.69","48.67","47.57","26.00","-1.35","2.08","23.83","76.11","31744.00","29061.00","28093.00","29633.00","71.23","51.77","56.77","68.92","422.52","1.00"
"METCL","METCL","METC","","BB","8.00","07/15/2025","7/30/2023","7/30/2026","0.56","9.00%","26.32","25.45","54.69","Cokingcoal","","55.00","","","","","","25.52","0.07","-0.80","25.56","25.64","-0.15","-0.48","24.75","26.22","24.18","26.22","25.30","0.55","-0.92","48.74","48.42","73.82","20.07","-0.92","1.12","18.70","81.60","1942.00","2034.00","1537.00","1838.00","41.32","","","","345.93","1.00"
"METCZ","METCZ","METC","","","8.00","04/15/2025","11/30/2026","11/30/2029","0.52","8.38%","","","54.69","Cokingcoal","","54.00","","","","","","23.85","","","","","","","23.18","25.59","23.18","25.59","23.64","0.46","-1.95","44.14","40.14","75.44","34.28","-1.95","0.46","30.98","85.37","10839.00","8459.00","8274.00","9190.00","40.51","","","","329.70","1.00"
"MFA PRC","MFA-C","MFA","NFF","","8.00","06/02/2025","3/31/2025","NONE","0.41","6.50%","","","102.65","Reit","","12.00","","","","","","24.36","","","24.42","24.03","-0.23","1.39","21.62","25.03","17.10","25.03","24.00","2.38","-1.03","49.13","41.79","40.92","21.59","-1.03","6.90","20.01","48.57","19983.00","23158.00","16604.00","19915.00","45.46","41.67","51.78","69.18","332.96","1.00"
"MFAN","MFAN","MFA","","BB","8.00","08/01/2025","2/15/2026","2/15/2029","0.56","8.88%","","","102.65","Reit","","72.00","","","","","","24.83","","","25.01","25.19","-0.70","-1.42","24.02","25.82","24.02","25.82","24.72","0.70","-1.10","51.40","51.75","71.12","22.55","-1.10","0.70","20.85","84.00","13377.00","14423.00","12562.00","13454.00","46.37","41.67","51.78","69.18","374.17","1.00"
"MFAO","MFAO","MFA","","BB","8.00","07/30/2025","8/15/2026","8/15/2029","0.56","9.00%","","","102.65","Reit","","70.00","","","","","","24.96","","","","","","","24.27","25.85","24.27","25.85","24.84","0.57","-1.01","44.14","40.14","73.46","21.31","-1.01","0.57","19.78","84.74","16466.00","16697.00","22953.00","18705.00","46.37","41.67","51.78","69.18","340.01","1.00"
"MFICL","MFICL","MFIC","","BB","12.00","05/27/2025","12/15/2025","12/15/2028","0.50","8.00%","","","92.92","Assetmanagement","","6.00","","","","","","25.47","","","25.43","25.43","0.16","0.15","25.11","25.85","25.00","25.85","25.00","-0.11","-0.85","47.24","46.19","85.69","19.10","-0.85","0.00","17.87","88.00","5516.00","6549.00","5678.00","5915.00","57.91","","","","385.77","1.00"
"MGRE","MGRE","AMG","","BB","8.00","06/26/2025","3/30/2029","3/30/2064","0.42","6.75%","","","28.79","Assetmanagement","","36.00","","","","","","23.64","","","24.35","25.16","-2.92","-6.02","22.51","26.51","22.51","26.51","23.39","0.88","-3.12","62.14","68.06","67.89","50.41","-3.12","0.88","44.93","82.97","26792.00","27559.00","16106.00","23486.00","62.06","56.75","75.21","73.92","479.13","1.00"
"MGRE","MGRE","AMG","","BB","8.00","06/26/2025","3/30/2029","3/30/2064","0.42","6.75%","","","28.79","Assetmanagement","","36.00","","","","","","23.64","","","24.35","25.16","-2.92","-6.02","22.51","26.51","22.51","26.51","23.39","0.88","-3.12","62.14","68.06","67.89","50.41","-3.12","0.88","44.93","82.97","26792.00","27559.00","16106.00","23486.00","62.06","56.75","75.21","73.92","479.13","1.00"
"MGRE","MGRE","AMG","","BB","8.00","06/26/2025","3/30/2029","3/30/2064","0.42","6.75%","","","28.79","Assetmanagement","","36.00","","","","","","23.64","","","24.35","25.16","-2.92","-6.02","22.51","26.51","22.51","26.51","23.39","0.88","-3.12","62.14","68.06","67.89","50.41","-3.12","0.88","44.93","82.97","26792.00","27559.00","16106.00","23486.00","62.06","56.75","75.21","73.92","479.13","1.00"
"MHLA","MHLA","MHLD","","BB","8.00","05/30/2025","6/14/2021","6/14/2046","0.41","6.63%","17.51","15.26","99.49","Insurance","","9.00","","","","","","14.82","-0.44","-2.69","14.40","15.34","2.92","-3.38","12.25","17.93","12.25","18.67","14.45","2.20","-3.48","33.89","58.70","44.16","55.38","-4.22","2.20","58.05","75.43","3814.00","3953.00","4980.00","4249.00","37.20","","","","330.44","1.00"
"MHNC","MHNC","MHLD","","BB","8.00","05/15/2025","12/1/2018","12/1/2043","0.48","7.75%","18.64","17.60","99.49","Insurance","","84.00","","","","","","17.20","-0.40","-1.44","16.76","17.31","2.61","-0.64","14.85","19.97","14.85","20.65","17.17","2.32","-2.80","35.39","48.99","42.00","46.00","-3.48","2.32","49.23","74.74","4357.00","4022.00","3177.00","3852.00","37.20","","","","311.83","1.00"
"MITN","MITN","MITT","","BB","8.00","08/01/2025","2/15/2026","2/15/2029","0.59","9.50%","","","29.68","Reit","","72.00","","","","","","25.09","","","25.12","25.18","-0.14","-0.35","21.50","25.60","21.50","25.95","24.97","3.47","-0.63","48.69","47.96","21.33","16.07","-0.98","3.47","19.42","68.17","5947.00","7476.00","5853.00","6425.00","44.57","","","","336.34","1.00"
"MITP","MITP","MITT","","BB","8.00","07/30/2025","5/15/2026","5/15/2029","0.59","9.50%","","","29.68","Reit","","70.00","","","","","","24.97","","","","","","","24.20","25.80","24.20","25.80","24.83","0.63","-0.97","44.14","40.14","72.38","20.76","-0.97","0.63","19.30","84.40","11064.00","10875.00","13788.00","11909.00","44.57","","","","333.18","1.00"
"MITT PRA","MITT-A","MITT","","","8.00","05/30/2025","9/17/2024","NONE","0.52","8.25%","20.45","17.36","29.68","Reit","","9.00","","","","","","22.22","4.86","1.77","22.04","21.65","0.82","2.64","18.60","23.99","15.91","23.99","21.75","3.15","-2.24","44.05","37.36","27.08","38.28","-2.24","5.84","34.44","54.63","3430.00","2467.00","1837.00","2578.00","43.70","","","","311.66","1.00"
"MITT PRB","MITT-B","MITT","","","8.00","05/30/2025","9/27/2017","NONE","0.50","8.00%","20.19","16.46","29.68","Reit","","9.00","","","","","","21.47","5.01","1.28","21.39","21.04","0.37","2.06","18.41","23.82","15.01","23.82","21.02","2.61","-2.80","46.23","39.42","36.79","46.00","-2.80","6.01","41.12","53.66","10056.00","7790.00","7290.00","8378.00","43.70","","","","327.14","1.00"
"MITT PRC","MITT-C","MITT","FF","","11.00","05/30/2025","8/3/2017","NONE","0.71","8.00%","","","29.68","Reit","","9.00","","","","","","25.21","","","24.88","24.75","1.32","1.85","20.65","25.50","17.05","25.50","24.57","3.92","-0.93","41.63","40.16","13.24","20.21","-0.93","7.52","18.82","45.03","10140.00","11254.00","5270.00","8888.00","43.70","","","","297.91","1.00"
"MS PRA","MS-A","MS","FLR","","11.00","06/27/2025","7/15/2011","NONE","0.33","4.00%","","","1603.20","Bank","","37.00","","","","","","22.00","","","23.09","23.14","-4.71","-4.93","21.00","24.65","20.31","24.65","21.81","0.81","-2.84","70.80","64.20","69.15","46.55","-2.84","1.50","41.59","79.43","55342.00","46944.00","44951.00","49079.00","80.09","54.50","48.13","80.65","540.55","1.00"
"MS PRA","MS-A","MS","FLR","","11.00","06/27/2025","7/15/2011","NONE","0.33","4.00%","","","1603.20","Bank","","37.00","","","","","","22.00","","","23.09","23.14","-4.71","-4.93","21.00","24.65","20.31","24.65","21.81","0.81","-2.84","70.80","64.20","69.15","46.55","-2.84","1.50","41.59","79.43","55342.00","46944.00","44951.00","49079.00","80.09","54.50","48.13","80.65","540.55","1.00"
"MS PRA","MS-A","MS","FLR","","11.00","06/27/2025","7/15/2011","NONE","0.33","4.00%","","","1603.20","Bank","","37.00","","","","","","22.00","","","23.09","23.14","-4.71","-4.93","21.00","24.65","20.31","24.65","21.81","0.81","-2.84","70.80","64.20","69.15","46.55","-2.84","1.50","41.59","79.43","55342.00","46944.00","44951.00","49079.00","80.09","54.50","48.13","80.65","540.55","1.00"
"MS PRE","MS-E","MS","","","11.00","06/27/2025","10/15/2023","NONE","0.45","7.13%","26.10","24.99","1603.20","Bank","","37.00","","","","","","25.44","0.45","-0.66","25.44","25.40","0.01","0.15","25.01","25.84","24.93","26.28","25.18","0.17","-0.66","47.97","46.19","80.65","16.48","-1.10","0.25","20.85","86.57","54310.00","53462.00","47015.00","51596.00","80.09","54.50","48.13","80.65","452.65","1.00"
"MS PRE","MS-E","MS","","","11.00","06/27/2025","10/15/2023","NONE","0.45","7.13%","26.10","24.99","1603.20","Bank","","37.00","","","","","","25.44","0.45","-0.66","25.44","25.40","0.01","0.15","25.01","25.84","24.93","26.28","25.18","0.17","-0.66","47.97","46.19","80.65","16.48","-1.10","0.25","20.85","86.57","54310.00","53462.00","47015.00","51596.00","80.09","54.50","48.13","80.65","452.65","1.00"
"MS PRE","MS-E","MS","","","11.00","06/27/2025","10/15/2023","NONE","0.45","7.13%","26.10","24.99","1603.20","Bank","","37.00","","","","","","25.44","0.45","-0.66","25.44","25.40","0.01","0.15","25.01","25.84","24.93","26.28","25.18","0.17","-0.66","47.97","46.19","80.65","16.48","-1.10","0.25","20.85","86.57","54310.00","53462.00","47015.00","51596.00","80.09","54.50","48.13","80.65","452.65","1.00"
"MS PRF","MS-F","MS","","","11.00","06/27/2025","1/15/2024","NONE","0.43","6.88%","26.31","24.43","1603.20","Bank","","37.00","","","","","","25.22","0.79","-1.09","25.28","25.31","-0.23","-0.37","24.87","25.75","24.33","26.05","24.97","0.10","-0.78","49.13","48.03","81.91","18.14","-1.08","0.64","20.61","84.34","52387.00","59130.00","32924.00","48147.00","80.09","54.50","48.13","80.65","457.47","1.00"
"MS PRF","MS-F","MS","","","11.00","06/27/2025","1/15/2024","NONE","0.43","6.88%","26.31","24.43","1603.20","Bank","","37.00","","","","","","25.22","0.79","-1.09","25.28","25.31","-0.23","-0.37","24.87","25.75","24.33","26.05","24.97","0.10","-0.78","49.13","48.03","81.91","18.14","-1.08","0.64","20.61","84.34","52387.00","59130.00","32924.00","48147.00","80.09","54.50","48.13","80.65","457.47","1.00"
"MS PRF","MS-F","MS","","","11.00","06/27/2025","1/15/2024","NONE","0.43","6.88%","26.31","24.43","1603.20","Bank","","37.00","","","","","","25.22","0.79","-1.09","25.28","25.31","-0.23","-0.37","24.87","25.75","24.33","26.05","24.97","0.10","-0.78","49.13","48.03","81.91","18.14","-1.08","0.64","20.61","84.34","52387.00","59130.00","32924.00","48147.00","80.09","54.50","48.13","80.65","457.47","1.00"
"MS PRI","MS-I","MS","","","11.00","06/27/2025","10/15/2024","NONE","0.40","6.38%","26.49","23.40","1603.20","Bank","","37.00","","","","","","24.80","1.40","-1.69","24.97","25.15","-0.68","-1.41","24.21","26.75","23.25","26.75","24.56","0.35","-2.19","51.31","51.72","77.42","37.59","-2.19","1.31","33.85","80.51","65495.00","77759.00","98754.00","80669.00","80.09","54.50","48.13","80.65","482.57","1.00"
"MS PRI","MS-I","MS","","","11.00","06/27/2025","10/15/2024","NONE","0.40","6.38%","26.49","23.40","1603.20","Bank","","37.00","","","","","","24.80","1.40","-1.69","24.97","25.15","-0.68","-1.41","24.21","26.75","23.25","26.75","24.56","0.35","-2.19","51.31","51.72","77.42","37.59","-2.19","1.31","33.85","80.51","65495.00","77759.00","98754.00","80669.00","80.09","54.50","48.13","80.65","482.57","1.00"
"MS PRI","MS-I","MS","","","11.00","06/27/2025","10/15/2024","NONE","0.40","6.38%","26.49","23.40","1603.20","Bank","","37.00","","","","","","24.80","1.40","-1.69","24.97","25.15","-0.68","-1.41","24.21","26.75","23.25","26.75","24.56","0.35","-2.19","51.31","51.72","77.42","37.59","-2.19","1.31","33.85","80.51","65495.00","77759.00","98754.00","80669.00","80.09","54.50","48.13","80.65","482.57","1.00"
"MS PRP","MS-P","MS","","","11.00","06/27/2025","10/15/2027","NONE","0.41","6.50%","26.33","24.28","1603.20","Bank","","37.00","","","","","","25.48","1.20","-0.85","25.55","25.89","-0.29","-1.59","24.70","27.14","24.25","27.14","25.24","0.54","-1.90","49.42","52.36","74.00","33.59","-1.90","0.99","30.39","82.34","50227.00","51639.00","53193.00","51686.00","80.09","54.50","48.13","80.65","470.08","1.00"
"MS PRP","MS-P","MS","","","11.00","06/27/2025","10/15/2027","NONE","0.41","6.50%","26.33","24.28","1603.20","Bank","","37.00","","","","","","25.48","1.20","-0.85","25.55","25.89","-0.29","-1.59","24.70","27.14","24.25","27.14","25.24","0.54","-1.90","49.42","52.36","74.00","33.59","-1.90","0.99","30.39","82.34","50227.00","51639.00","53193.00","51686.00","80.09","54.50","48.13","80.65","470.08","1.00"
"MS PRP","MS-P","MS","","","11.00","06/27/2025","10/15/2027","NONE","0.41","6.50%","26.33","24.28","1603.20","Bank","","37.00","","","","","","25.48","1.20","-0.85","25.55","25.89","-0.29","-1.59","24.70","27.14","24.25","27.14","25.24","0.54","-1.90","49.42","52.36","74.00","33.59","-1.90","0.99","30.39","82.34","50227.00","51639.00","53193.00","51686.00","80.09","54.50","48.13","80.65","470.08","1.00"
"MS PRQ","MS-Q","MS","","","8.00","06/30/2025","10/15/2029","NONE","0.41","6.63%","","","1603.20","Bank","","40.00","","","","","","25.62","","","","","","","24.82","27.35","21.92","27.35","25.39","0.57","-1.96","44.14","40.14","73.46","34.41","-1.96","3.47","31.10","68.17","90404.00","85218.00","85213.00","86945.00","80.09","54.50","48.13","80.65","442.50","1.00"
"MS PRQ","MS-Q","MS","","","8.00","06/30/2025","10/15/2029","NONE","0.41","6.63%","","","1603.20","Bank","","40.00","","","","","","25.62","","","","","","","24.82","27.35","21.92","27.35","25.39","0.57","-1.96","44.14","40.14","73.46","34.41","-1.96","3.47","31.10","68.17","90404.00","85218.00","85213.00","86945.00","80.09","54.50","48.13","80.65","442.50","1.00"
"MS PRQ","MS-Q","MS","","","8.00","06/30/2025","10/15/2029","NONE","0.41","6.63%","","","1603.20","Bank","","40.00","","","","","","25.62","","","","","","","24.82","27.35","21.92","27.35","25.39","0.57","-1.96","44.14","40.14","73.46","34.41","-1.96","3.47","31.10","68.17","90404.00","85218.00","85213.00","86945.00","80.09","54.50","48.13","80.65","442.50","1.00"
"MTB PRH","MTB-H","MTB","NFF","","10.50","06/02/2025","12/15/2026","NONE","0.35","5.63%","","","160.60","Regionalbank","","12.00","","","","","","","","","24.54","24.60","1.03","0.77","23.02","26.12","20.22","26.12","24.49","1.47","-1.63","43.04","43.99","57.28","29.86","-1.63","4.27","27.17","63.60","15122.00","18928.00","9704.00","14585.00","67.62","","","","389.82","1.00"
"OXLCO","OXLCO","OXLC","","","8.00","05/16/2025","8/31/2024","8/31/2029","0.13","6.00%","23.37","21.49","437.24","Cef","","85.00","","","","","","22.62","1.13","-0.75","22.86","22.73","-1.05","-0.49","22.28","23.47","20.70","23.47","22.61","0.33","-0.86","53.10","48.46","77.78","19.24","-0.86","1.91","17.99","77.09","1623.00","1557.00","554.00","1245.00","49.14","","","","374.24","1.00"
"OXLCP","OXLCP","OXLC","","","8.00","05/16/2025","2/28/2023","2/28/2027","0.13","6.25%","24.00","22.74","437.24","Cef","","85.00","","","","","","24.26","1.52","0.26","24.19","23.93","0.31","1.38","23.70","24.46","22.35","24.46","24.25","0.55","-0.21","46.52","41.83","73.82","10.28","-0.21","1.90","10.24","77.14","4780.00","5813.00","11010.00","7201.00","49.14","","","","344.83","1.00"
"OXLCZ","OXLCZ","OXLC","","BB","8.00","06/13/2025","1/31/2024","1/31/2027","0.31","5.00%","23.69","22.31","437.24","Cef","","23.00","","","","","","23.86","1.55","0.17","23.87","23.61","-0.03","1.06","23.33","24.37","21.93","24.37","23.63","0.30","-0.74","48.16","42.96","78.31","17.59","-0.74","1.70","16.56","78.29","4841.00","5075.00","3078.00","4331.00","50.12","","","","356.97","1.00"
"OXSQG","OXSQG","OXSQ","","BB","8.00","06/20/2025","5/31/2024","7/31/2028","0.34","5.50%","23.55","21.50","71.37","Cef","","30.00","","","","","","23.10","1.61","-0.44","23.24","23.02","-0.56","0.40","22.64","23.49","21.30","23.49","22.88","0.24","-0.61","50.73","45.30","79.39","15.79","-0.61","1.58","15.01","78.97","1055.00","1255.00","3842.00","2051.00","44.91","","","","352.64","1.00"
"OXSQZ","OXSQZ","OXSQ","","BB","8.00","06/20/2025","4/30/2022","4/30/2026","0.39","6.25%","24.70","23.48","71.37","Cef","","30.00","","","","","","24.90","1.42","0.20","24.71","24.55","0.77","1.44","24.30","25.00","23.25","25.00","24.64","0.34","-0.36","44.29","41.62","77.60","12.34","-0.36","1.39","12.03","80.06","1595.00","1997.00","2405.00","1999.00","44.91","","","","330.48","1.00"
"PBI PRB","PBI-B","PBI","","BB","8.00","05/23/2025","3/7/2018","3/7/2043","0.42","6.70%","23.44","16.07","183.19","Integratedfreight&logistics","","2.00","","","","","","20.19","4.12","-3.25","19.95","19.62","1.23","2.93","17.31","22.23","14.17","22.23","19.78","2.47","-2.45","42.07","36.34","39.30","41.17","-2.45","5.61","36.94","55.94","20179.00","20681.00","14973.00","18611.00","51.04","","","","332.72","1.00"
"PDPA","PDPA","-","","","8.00","05/16/2025","12/31/2026","12/31/2029","0.17","8.00%","","","-","-","","85.00","","","","","","24.95","","","","","","","24.30","25.84","24.30","25.84","24.94","0.64","-0.90","44.14","40.14","72.20","19.79","-0.90","0.64","18.46","84.34","4434.00","3375.00","1296.00","3035.00","42.16","","","","324.42","1.00"
"PDPA","PDPA","-","","","8.00","05/16/2025","12/31/2026","12/31/2029","0.17","8.00%","","","-","-","","85.00","","","","","","24.95","","","","","","","24.30","25.84","24.30","25.84","24.94","0.64","-0.90","44.14","40.14","72.20","19.79","-0.90","0.64","18.46","84.34","4434.00","3375.00","1296.00","3035.00","42.16","","","","324.42","1.00"
"PDPA","PDPA","-","","","8.00","05/16/2025","12/31/2026","12/31/2029","0.17","8.00%","","","-","-","","85.00","","","","","","24.95","","","","","","","24.30","25.84","24.30","25.84","24.94","0.64","-0.90","44.14","40.14","72.20","19.79","-0.90","0.64","18.46","84.34","4434.00","3375.00","1296.00","3035.00","42.16","","","","324.42","1.00"
"PDPA","PDPA","-","","","8.00","05/16/2025","12/31/2026","12/31/2029","0.17","8.00%","","","-","-","","85.00","","","","","","24.95","","","","","","","24.30","25.84","24.30","25.84","24.94","0.64","-0.90","44.14","40.14","72.20","19.79","-0.90","0.64","18.46","84.34","4434.00","3375.00","1296.00","3035.00","42.16","","","","324.42","1.00"
"PDPA","PDPA","-","","","8.00","05/16/2025","12/31/2026","12/31/2029","0.17","8.00%","","","-","-","","85.00","","","","","","24.95","","","","","","","24.30","25.84","24.30","25.84","24.94","0.64","-0.90","44.14","40.14","72.20","19.79","-0.90","0.64","18.46","84.34","4434.00","3375.00","1296.00","3035.00","42.16","","","","324.42","1.00"
"PMT PRA","PMT-A","PMT","","","8.00","05/28/2025","3/15/2024","NONE","0.51","8.13%","24.77","20.80","87.13","Reit","","7.00","","","","","","24.72","3.92","-0.05","24.21","24.27","2.11","1.85","22.68","26.00","20.11","26.00","24.25","1.57","-1.75","37.81","40.16","55.48","31.52","-1.75","4.14","28.60","64.34","11366.00","10975.00","6430.00","9590.00","49.96","","","","326.95","1.00"
"PMT PRB","PMT-B","PMT","","","8.00","05/28/2025","6/15/2024","NONE","0.50","8.00%","25.00","20.27","87.13","Reit","","7.00","","","","","","24.87","4.59","-0.14","24.16","24.11","2.90","3.12","22.76","25.21","19.80","25.21","24.40","1.64","-0.81","33.99","35.66","54.22","18.55","-0.81","4.60","17.39","61.71","15086.00","17735.00","5858.00","12893.00","49.96","","","","304.58","1.00"
"PMT PRC","PMT-C","PMT","","","8.00","05/28/2025","8/24/2026","NONE","0.42","6.75%","21.21","16.38","87.13","Reit","","7.00","","","","","","19.40","3.02","-1.81","19.39","19.76","0.04","-1.80","17.51","21.66","16.04","21.66","19.01","1.50","-2.65","47.82","53.10","56.74","43.93","-2.65","2.97","39.33","71.03","34911.00","44007.00","19492.00","32803.00","49.96","","","","384.88","1.00"
"PMTU","PMTU","PMT","","BB","8.00","06/13/2025","9/30/2025","9/30/2028","0.53","8.50%","","24.25","87.13","Reit","","23.00","","","","","","25.34","1.09","","25.42","25.57","-0.31","-0.90","24.46","26.29","23.75","26.49","24.95","0.49","-1.34","49.52","49.91","74.90","25.86","-1.54","1.20","26.10","81.14","4688.00","7591.00","25111.00","12463.00","50.96","","","","380.36","1.00"
"PMTV","PMTV","PMT","","","8.00","16-May","2/15/2027","2/15/2030","0.56","9.00%","","","87.13","Reit","","","","","","","","25.08","","","","","","","24.50","25.79","24.50","25.79","25.08","0.58","-0.71","44.14","40.14","73.28","17.17","-0.71","0.58","16.20","84.69","44972.00","44972.00","20532.00","36825.00","49.96","","","","351.52","1.00"
"PNFPP","PNFPP","PNFP","","","8.00","06/20/2025","9/1/2025","NONE","0.42","6.75%","26.08","21.00","77.52","Regionalbank","","30.00","","","","","","24.08","3.08","-2.00","24.63","24.32","-2.24","-0.97","23.76","25.29","20.50","25.29","23.80","0.04","-1.49","58.85","50.16","82.99","27.93","-1.49","3.30","25.50","69.14","12451.00","12004.00","14185.00","12880.00","60.61","","","","424.33","1.00"
"PRIF PRH","PRIF-H","-","","","8.00","06/20/2025","5/6/2023","12/31/2026","0.38","6.00%","","","-","-","","","","","","","","","","","","","","","","","","","","","","44.14","40.14","50.45","16.48","","","16.44","63.89","","","","2453.92","42.16","","","","311.37","1.00"
"PRIF PRH","PRIF-H","-","","","8.00","06/20/2025","5/6/2023","12/31/2026","0.38","6.00%","","","-","-","","","","","","","","","","","","","","","","","","","","","","44.14","40.14","50.45","16.48","","","16.44","63.89","","","","2453.92","42.16","","","","311.37","1.00"
"PRIF PRH","PRIF-H","-","","","8.00","06/20/2025","5/6/2023","12/31/2026","0.38","6.00%","","","-","-","","","","","","","","","","","","","","","","","","","","","","44.14","40.14","50.45","16.48","","","16.44","63.89","","","","2453.92","42.16","","","","311.37","1.00"
